"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q14956","GPNMB","Transmembrane glycoprotein NMB",NA,"8240-207",0.37500474209335,78,NA,NA,"Weak correlation","Spearman","OID20173",0.519337113874115,88,3.3363762626012e-07,6.81151681822199e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q14956","GPNMB","Transmembrane glycoprotein NMB",NA,"8289-8",0.398727854424057,78,NA,NA,"Weak correlation","Spearman","OID20173",0.519337113874115,88,3.3363762626012e-07,6.81151681822199e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q14956","GPNMB","Transmembrane glycoprotein NMB",NA,"8606-39",0.113241905197734,78,NA,NA,"No correlation","Spearman","OID20173",0.519337113874115,88,3.3363762626012e-07,6.81151681822199e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15067","ACOX1","Peroxisomal acyl-coenzyme A oxidase 1",NA,"21552-9",0.757742257742258,78,NA,NA,"Strong correlation","Spearman","OID20124",-0.115384615384615,13,0.709624772741501,0.748054498996409,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15102","PAFAH1B3","Platelet-activating factor acetylhydrolase IB subunit alpha1",NA,"12374-8",0.0792102634207897,78,NA,NA,"No correlation","Spearman","OID30998",-0.175889328063241,23,0.420344348738053,0.471738339687139,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15113","PCOLCE","Procollagen C-endopeptidase enhancer 1",NA,"11237-49",0.775414458958763,78,NA,NA,"Strong correlation","Spearman","OID20384",0.752562431756543,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15126","PMVK","Phosphomevalonate kinase",NA,"12450-42",0.833558846217074,78,NA,NA,"Strong correlation","Spearman","OID20850",0.632699083861875,44,6.83036963443694e-06,1.2478134817604e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15223","NECTIN1","Nectin-1",NA,"20584-4",0.454168958702023,78,NA,NA,"Weak correlation","Spearman","OID30545",0.209608678806664,88,0.050153300174038,0.0651588905598262,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15223","NECTIN1","Nectin-1",NA,"8803-61",0.138102403925189,78,NA,NA,"No correlation","Spearman","OID30545",0.209608678806664,88,0.050153300174038,0.0651588905598262,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15223","NECTIN1","Nectin-1",NA,"9300-13",0.053352386255815,78,NA,NA,"No correlation","Spearman","OID30545",0.209608678806664,88,0.050153300174038,0.0651588905598262,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15303","ERBB4","Receptor tyrosine-protein kinase erbB-4",NA,"2618-10",-0.248594933677043,78,NA,NA,"No correlation","Spearman","OID21510",0.0666666666666667,10,0.864753528804526,0.889978791267374,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15389","ANGPT1","Angiopoietin-1",NA,"2811-27",0.546703296703297,78,NA,NA,"Moderate correlation","Spearman","OID20740",0.963636363636364,10,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15485","FCN2","Ficolin-2",NA,"13717-15",0.437018677525007,78,NA,NA,"Weak correlation","Spearman","OID20382",0.596685569370575,88,8.58976760324772e-10,2.17440529687594e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15485","FCN2","Ficolin-2",NA,"3313-21",0.270729270729271,78,NA,NA,"No correlation","Spearman","OID20382",0.596685569370575,88,8.58976760324772e-10,2.17440529687594e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15517","CDSN","Corneodesmosin",NA,"7085-81",0.0370174510840825,78,NA,NA,"No correlation","Spearman","OID20667",-0.29949494949495,55,0.0267069290567795,0.0358527026220024,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15582","TGFBI","Transforming growth factor-beta-induced protein ig-h3",NA,"3283-21",0.116099090782635,78,NA,NA,"No correlation","Spearman","OID20417",0.53877989503716,88,1.02028607796297e-07,2.19410091813369e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15818","NPTX1","Neuronal pentraxin-1",NA,"9256-78",0.568507441925163,78,NA,NA,"Moderate correlation","Spearman","OID21074",0.562326549491212,47,5.2789160379775e-05,9.14094510257148e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15828","CST6","Cystatin-M",NA,"14711-27",0.741372551499134,78,NA,NA,"Strong correlation","Spearman","OID20293",0.896710225071326,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15828","CST6","Cystatin-M",NA,"3303-23",0.738008826616421,78,NA,NA,"Strong correlation","Spearman","OID20293",0.896710225071326,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q15848","ADIPOQ","Adiponectin",NA,"3554-24",0.836973153428849,78,NA,NA,"Strong correlation","Spearman","OID30748",0.930629424817724,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16270","IGFBP7","Insulin-like growth factor-binding protein 7",NA,"3320-49",0.446654611211573,78,NA,NA,"Weak correlation","Spearman","OID20236",0.60873432045217,88,3.13394291896222e-10,8.11518705391823e-10,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16288","NTRK3","NT-3 growth factor receptor",NA,"2658-27",0.199335141282477,78,NA,NA,"No correlation","Spearman","OID21057",0.500123278503751,88,1.00463559994942e-06,1.9657427943551e-06,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16363","LAMA4","Laminin subunit alpha-4",NA,"6577-64",0.0690828159182589,78,NA,NA,"No correlation","Spearman","OID20769",0.0278225806451613,31,0.882008765867482,0.904439506507164,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16401","PSMD5","26S proteasome non-ATPase regulatory subunit 5",NA,"10716-35",0.187217845445694,78,NA,NA,"No correlation","Spearman","OID30918",0.0874094326725906,76,0.451936835843506,0.504186450264148,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16543","CDC37","Hsp90 co-chaperone Cdc37",NA,"3879-50",0.326445706192542,78,NA,NA,"Weak correlation","Spearman","OID21470",0.670102040816327,49,3.65972026172459e-07,7.4581663817456e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16610","ECM1","Extracellular matrix protein 1",NA,"3366-51",0.641371286940907,78,NA,NA,"Moderate correlation","Spearman","OID30736",0.630220097132386,88,4.73028903308826e-11,1.24777951363473e-10,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16620","NTRK2","BDNF/NT-3 growth factors receptor",NA,"4866-59",-0.0569683481075886,78,NA,NA,"No correlation","Spearman","OID20136",0.442668639135702,88,1.57054778159397e-05,2.77922953827522e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16627","CCL14","C-C motif chemokine 14",NA,"2900-53",0.707001858900593,78,NA,NA,"Strong correlation","Spearman","OID20401",0.588675058453182,88,1.61865456387746e-09,3.97274131003837e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16651","PRSS8","Prostasin",NA,"15513-108",-0.0201852660891583,78,NA,NA,"No correlation","Spearman","OID20763",0.674165457184325,53,9.75278052415381e-08,2.10533254527144e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16651","PRSS8","Prostasin",NA,"6225-3",-0.117897075157349,78,NA,NA,"No correlation","Spearman","OID20763",0.674165457184325,53,9.75278052415381e-08,2.10533254527144e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16663","CCL15","C-C motif chemokine 15",NA,"14109-15",0.456517167043483,78,NA,NA,"Weak correlation","Spearman","OID20328",0.755466128962129,88,1.81563778749885e-17,5.29678310616588e-17,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16663","CCL15","C-C motif chemokine 15",NA,"18289-16",0.473237289026763,78,NA,NA,"Weak correlation","Spearman","OID20328",0.755466128962129,88,1.81563778749885e-17,5.29678310616588e-17,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16663","CCL15","C-C motif chemokine 15",NA,"3509-1",0.481728797518271,78,NA,NA,"Weak correlation","Spearman","OID20328",0.755466128962129,88,1.81563778749885e-17,5.29678310616588e-17,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16674","MIA","Melanoma-derived growth regulatory protein",NA,"2687-2",0.49419002050581,78,NA,NA,"Weak correlation","Spearman","OID21531",0.191697191697192,27,0.336569048017768,0.382665110988983,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16719","KYNU","Kynureninase",NA,"4559-64",-0.0729523640916046,78,NA,NA,"No correlation","Spearman","OID20669",0.447552447552448,12,0.147205377767155,0.180450457653766,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16774","GUK1","Guanylate kinase",NA,"17325-10",0.272101033295063,78,NA,NA,"No correlation","Spearman","OID30148",-0.254901960784314,17,0.322171745276912,0.367405960017812,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16775","HAGH","Hydroxyacylglutathione hydrolase, mitochondrial",NA,"19267-14",0.600778967867575,78,NA,NA,"Moderate correlation","Spearman","OID21459",0.515751728848288,52,0.000114252955579447,0.000192524756491337,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16853","AOC3","Membrane primary amine oxidase",NA,"21491-7",0.642585262838427,78,NA,NA,"Moderate correlation","Spearman","OID20389",0.784931844598641,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q16881","TXNRD1","Thioredoxin reductase 1, cytoplasmic",NA,"13967-14",0.604673807205453,78,NA,NA,"Moderate correlation","Spearman","OID21135",0.446215349934839,88,1.6273392576412e-05,2.87522069151317e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q24JP5","TMEM132A","Transmembrane protein 132A",NA,"7871-16",0.617673465774731,78,NA,NA,"Moderate correlation","Spearman","OID30287",0.177494254147137,40,0.273208339375069,0.317991974386034,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q4KMG0","CDON","Cell adhesion molecule-related/down-regulated by oncogenes",NA,"4541-49",0.581507100494442,78,NA,NA,"Moderate correlation","Spearman","OID20754",0.503117185023423,88,8.49534456150711e-07,1.67972749736279e-06,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q53H82","LACTB2","Endoribonuclease LACTB2",NA,"22381-1",0.420225344275977,78,NA,NA,"Weak correlation","Spearman","OID20150",0.620879120879121,13,0.0268669104130434,0.0360246340336413,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q5JS37","NHLRC3","NHL repeat-containing protein 3",NA,"9087-8",0.0546415609706749,78,NA,NA,"No correlation","Spearman","OID30614",0.12781954887218,76,0.270546294278612,0.315544180000572,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q5KU26","COLEC12","Collectin-12",NA,"5457-5",0.476447603029881,78,NA,NA,"Weak correlation","Spearman","OID20738",0.784722617354196,75,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q5KU26","COLEC12","Collectin-12",NA,"9787-23",-0.195513347412082,78,NA,NA,"No correlation","Spearman","OID20738",0.784722617354196,75,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q5TDH0","DDI2","Protein DDI1 homolog 2",NA,"25446-34",0.709455101860165,78,NA,NA,"Strong correlation","Spearman","OID30602",0.795692296854637,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q5VTT5","MYOM3","Myomesin-3",NA,"13966-30",0.373993095512083,78,NA,NA,"Weak correlation","Spearman","OID30633",0.896393223204537,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q5VY43","PEAR1","Platelet endothelial aggregation receptor 1",NA,"8275-31",0.175558618596593,78,NA,NA,"No correlation","Spearman","OID20257",0.0793385227713008,88,0.461756919022855,0.51367337164751,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q5VY43","PEAR1","Platelet endothelial aggregation receptor 1",NA,"8892-14",-0.126190265430772,78,NA,NA,"No correlation","Spearman","OID20257",0.0793385227713008,88,0.461756919022855,0.51367337164751,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6EMK4","VASN","Vasorin",NA,"5682-13",0.312788477345439,78,NA,NA,"Weak correlation","Spearman","OID20345",0.469514987143813,88,5.1480070908229e-06,9.48140294541445e-06,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6FHJ7","SFRP4","Secreted frizzled-related protein 4",NA,"17447-52",0.579913757128947,78,NA,NA,"Moderate correlation","Spearman","OID30648",0.45,9,0.229817019400353,0.271689439689003,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6FHJ7","SFRP4","Secreted frizzled-related protein 4",NA,"9284-25",0.540510122788604,78,NA,NA,"Moderate correlation","Spearman","OID30648",0.45,9,0.229817019400353,0.271689439689003,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6IBS0","TWF2","Twinfilin-2",NA,"23396-21",0.857636034851225,78,NA,NA,"Strong correlation","Spearman","OID30386",0.849882004860696,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6P4E1","GOLM2","Protein GOLM2",NA,"10613-33",0.363092603598933,78,NA,NA,"Weak correlation","Spearman","OID21044",0.527916099808311,88,1.25314792571228e-07,2.66441432792687e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6P4E1","GOLM2","Protein GOLM2",NA,"8838-10",0.22636856814072,78,NA,NA,"No correlation","Spearman","OID21044",0.527916099808311,88,1.25314792571228e-07,2.66441432792687e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6P5S2","LEG1","Protein LEG1 homolog",NA,"7154-92",0.194068643833291,78,NA,NA,"No correlation","Spearman","OID30608",0.594405594405594,12,0.0457531000864937,0.059855446115471,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6PCB0","VWA1","von Willebrand factor A domain-containing protein 1",NA,"6385-63",0.38327979972209,78,NA,NA,"Weak correlation","Spearman","OID21421",0.191176470588235,17,0.460882076288092,0.513658306149314,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6PI73","LILRA6","Leukocyte immunoglobulin-like receptor subfamily A member 6",NA,"7059-14",-0.0902262294667358,78,NA,NA,"No correlation","Spearman","OID30346",0.662728937728938,64,4.22843602894589e-09,1.00715280098732e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UVK1","CSPG4","Chondroitin sulfate proteoglycan 4",NA,"8951-162",-0.224650189373282,78,NA,NA,"No correlation","Spearman","OID30397",0.707442499383608,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UWL2","SUSD1","Sushi domain-containing protein 1",NA,"9582-93",-0.119109492468728,78,NA,NA,"No correlation","Spearman","OID20072",-0.197744360902256,56,0.143776725615407,0.177016273958337,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UWP8","SBSN","Suprabasin",NA,"5724-58",-0.0396062140792074,78,NA,NA,"No correlation","Spearman","OID30398",0.538667793794599,88,6.1742170559894e-08,1.34051751081001e-07,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UWW8","CES3","Carboxylesterase 3",NA,"25292-4",-0.0763972869236027,78,NA,NA,"No correlation","Spearman","OID21340",0.447792207792208,76,5.9859184679059e-05,0.000103177129011691,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UWW8","CES3","Carboxylesterase 3",NA,"25292-6",0.171144644828855,78,NA,NA,"No correlation","Spearman","OID21340",0.447792207792208,76,5.9859184679059e-05,0.000103177129011691,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UX71","PLXDC2","Plexin domain-containing protein 2",NA,"10576-7",0.303803231062212,78,NA,NA,"Weak correlation","Spearman","OID31101",0.420802366947272,88,5.24168569661888e-05,9.09041958753105e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UX71","PLXDC2","Plexin domain-containing protein 2",NA,"11342-59",-0.0492039605963656,78,NA,NA,"No correlation","Spearman","OID31101",0.420802366947272,88,5.24168569661888e-05,9.09041958753105e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UXD5","SEZ6L2","Seizure 6-like protein 2",NA,"3867-49",-0.324373881655731,78,NA,NA,"No correlation","Spearman","OID21289",0.59328921705172,88,1.1206034553171e-09,2.80523570078271e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UXG3","CD300LG","CMRF35-like molecule 9",NA,"20585-5",0.0808163265306122,78,NA,NA,"No correlation","Spearman","OID21130",0.818181818181818,10,0.0068111327718268,0.00966051369270409,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UXG3","CD300LG","CMRF35-like molecule 9",NA,"20585-9",-0.00609931809231437,78,NA,NA,"No correlation","Spearman","OID21130",0.818181818181818,10,0.0068111327718268,0.00966051369270409,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UXI7","VIT","Vitrin",NA,"6234-74",0.27965705180895,78,NA,NA,"No correlation","Spearman","OID30334",0.762934362934363,36,5.28623304366837e-07,1.06194966304299e-06,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UXI7","VIT","Vitrin",NA,"9627-15",0.2352963492204,78,NA,NA,"No correlation","Spearman","OID30334",0.762934362934363,36,5.28623304366837e-07,1.06194966304299e-06,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UXK5","LRRN1","Leucine-rich repeat neuronal protein 1",NA,"11293-14",-0.1440205364256,78,NA,NA,"No correlation","Spearman","OID20438",0.768125321963884,88,2.47505238296681e-18,7.31501083866368e-18,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6UXK5","LRRN1","Leucine-rich repeat neuronal protein 1",NA,"11586-2",-0.0336880441593259,78,NA,NA,"No correlation","Spearman","OID20438",0.768125321963884,88,2.47505238296681e-18,7.31501083866368e-18,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6YHK3","CD109","CD109 antigen",NA,"3290-50",0.572022913795066,78,NA,NA,"Moderate correlation","Spearman","OID21108",0.75892008030714,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q6ZMJ2","SCARA5","Scavenger receptor class A member 5",NA,"10419-1",0.236080375320882,78,NA,NA,"No correlation","Spearman","OID21058",0.317988094818781,88,0.00264666747320857,0.0039265276967838,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q76LX8","ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13",NA,"3175-51",0.475132462474235,78,NA,NA,"Weak correlation","Spearman","OID20249",0.730199403864831,88,6.8983605612456e-16,1.95684650091615e-15,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q7Z4W1","DCXR","L-xylulose reductase",NA,"17758-79",0.812364850339534,78,NA,NA,"Strong correlation","Spearman","OID21480",0.819307399946993,67,2.37004020161113e-17,6.89632831860559e-17,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86SJ2","AMIGO2","Amphoterin-induced protein 2",NA,"14134-49",0.265854315784146,78,NA,NA,"No correlation","Spearman","OID21370",0.395283716670776,88,0.000155884751299027,0.000260345982568938,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86SJ2","AMIGO2","Amphoterin-induced protein 2",NA,"6914-15",0.158604553341395,78,NA,NA,"No correlation","Spearman","OID21370",0.395283716670776,88,0.000155884751299027,0.000260345982568938,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86SR1","GALNT10","Polypeptide N-acetylgalactosaminyltransferase 10",NA,"7003-4",-0.0310200055666068,78,NA,NA,"No correlation","Spearman","OID21371",0.445239887820383,88,1.38253113196879e-05,2.4542101383534e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86TH1","ADAMTSL2","ADAMTS-like protein 2",NA,"6379-62",0.580040212951605,78,NA,NA,"Moderate correlation","Spearman","OID30370",0.863143249621359,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86U17","SERPINA11","Serpin A11",NA,"9002-36",0.540889490256579,78,NA,NA,"Moderate correlation","Spearman","OID20281",0.77080223840273,88,1.59784358856205e-18,4.77239526848294e-18,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86UX2","ITIH5","Inter-alpha-trypsin inhibitor heavy chain H5",NA,"8233-2",0.526271197157273,78,NA,NA,"Moderate correlation","Spearman","OID31430",0.169924812030075,20,0.472186585290604,0.523158640621287,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86VB7","CD163","Scavenger receptor cysteine-rich type 1 protein M130",NA,"5028-59",0.804094639537677,78,NA,NA,"Strong correlation","Spearman","OID20360",0.880965799020817,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86VZ4","LRP11","Low-density lipoprotein receptor-related protein 11",NA,"15472-16",0.52743459072573,78,NA,NA,"Moderate correlation","Spearman","OID20185",0.328003201950212,54,0.0154640359858415,0.0211879813446785,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86VZ4","LRP11","Low-density lipoprotein receptor-related protein 11",NA,"6713-4",0.441333611546724,78,NA,NA,"Weak correlation","Spearman","OID20185",0.328003201950212,54,0.0154640359858415,0.0211879813446785,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86VZ4","LRP11","Low-density lipoprotein receptor-related protein 11",NA,"8330-1",0.504090845862998,78,NA,NA,"Moderate correlation","Spearman","OID20185",0.328003201950212,54,0.0154640359858415,0.0211879813446785,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86YD3","TMEM25","Transmembrane protein 25",NA,"9014-18",0.033014805400288,78,NA,NA,"No correlation","Spearman","OID31015",-0.00520788867070776,52,0.970904423295577,0.976091802226809,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86YW5","TREML1","Trem-like transcript 1 protein",NA,"11147-17",0.470652208361364,78,NA,NA,"Weak correlation","Spearman","OID30682",0.874079814025572,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q86YW5","TREML1","Trem-like transcript 1 protein",NA,"9329-28",0.588563335398778,78,NA,NA,"Moderate correlation","Spearman","OID30682",0.874079814025572,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8IUK5","PLXDC1","Plexin domain-containing protein 1",NA,"9235-3",-0.0255315920261558,78,NA,NA,"No correlation","Spearman","OID21258",0.332094677890881,88,0.00165824893724589,0.00252313079535122,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8IWV2","CNTN4","Contactin-4",NA,"3298-52",0.638918043981335,78,NA,NA,"Moderate correlation","Spearman","OID21117",0.62438801028495,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8IY22","CMIP","C-Maf-inducing protein",NA,"25100-11",0.668108108108108,78,NA,NA,"Moderate correlation","Spearman","OID31406",0.660511679644049,30,0.000104673801820108,0.000176911260860631,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8IYS5","OSCAR","Osteoclast-associated immunoglobulin-like receptor",NA,"7116-31",-0.0851201052571097,78,NA,NA,"No correlation","Spearman","OID20776",0.645926526011764,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8IYS5","OSCAR","Osteoclast-associated immunoglobulin-like receptor",NA,"8702-42",0.044943251881248,78,NA,NA,"No correlation","Spearman","OID20776",0.645926526011764,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8IZF2","ADGRF5","Adhesion G protein-coupled receptor F5",NA,"6409-57",0.498956739463068,78,NA,NA,"Weak correlation","Spearman","OID30349",-0.0614279172977352,88,0.568999494275747,0.6182872271774,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8IZP9","ADGRG2","Adhesion G-protein coupled receptor G2",NA,"10767-52",-0.252952780818931,78,NA,NA,"No correlation","Spearman","OID20189",0.724581401601725,88,1.46585963033632e-15,4.13738880662425e-15,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8N149","LILRA2","Leukocyte immunoglobulin-like receptor subfamily A member 2",NA,"15614-168",0.660719027807635,78,NA,NA,"Moderate correlation","Spearman","OID21152",0.561956253742383,88,2.18935895398534e-08,4.97341299607535e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 7K)","Q8N1Q1","CA13","Carbonic anhydrase 13",NA,"3420-21",0.658293029871977,78,NA,NA,"Moderate correlation","Spearman","OID20225",0.577365532245424,76,4.7624339746184e-08,1.03999767066618e-07,"Moderate correlation","Spearman"
