"UniProt","Gene.Name","OlinkID","Description","SomaScan.SeqID","Correlation_Sissala","P.value_Sissala","Adj.p.value_Sissala","N_Sissala","Correlation_Eldjarn","P.value_Eldjarn","cis.pQTL.olink_Eldjarn","cis.pQTL.soma_Eldjarn","confidence.tier_Eldjarn","cis.pQTL.platform_Eldjarn","High.corr.in.both.studies"
"Q9NZ53","PODXL2","OID21487","Podocalyxin-like protein 2","10616_67",0.345172171271363,0.00985361634561646,0.0137512149001248,55,-0.01,"0.62600192053131498","Y","N","3","Olink only",FALSE
"P54764","EPHA4","OID30622","Ephrin type-A receptor 4","16288_17",0.553027367827833,4.04664525811798e-08,8.95816175767686e-08,88,0.46,"1.4074410093811699E-73","Y","Y","2","Both",FALSE
"Q9HCB6","SPON1","OID20759","Spondin-1","4297_62",0.613454146804873,2.09407107075109e-10,5.4474798130829e-10,88,0.66,"1.6177437255828801E-175","Y","Y","1","Both",FALSE
"Q13508","ART3","OID20346","Ecto-ADP-ribosyltransferase 3","7970_315",0.860202176746152,0,0,88,0.66,"2.6317402825362801E-183","Y","Y","1","Both",FALSE
"Q12841","FSTL1","OID30254","Follistatin-related protein 1","13112_179",0.379010954175619,0.000299499461032009,0.000485825993541865,88,0.38,"3.6811621403418699E-48","Y","Y","2","Both",FALSE
"P54577","YARS1","OID31494","Tyrosine--tRNA ligase, cytoplasmic","19270_26",0.815135078017682,0,0,88,0.63,"7.9049599780255402E-164","N","Y","3","SomaScan only",FALSE
"Q6UX06","OLFM4","OID30665","Olfactomedin-4","4769_10",0.843076923076923,2.1052099821335e-06,4.04903248693137e-06,25,-0.04,"0.128466935620379","Y","N","3","Olink only",FALSE
"P09668","CTSH","OID20113","Pro-cathepsin H","8465_52",0.529058504455637,1.86281271303481e-07,3.88028699818506e-07,88,0.37,"1.0485209464955E-48","Y","Y","2","Both",FALSE
"Q9UBG3","CRNN","OID21427","Cornulin","17738_7",0.497219132369299,0.00571648217902197,0.00815917620747889,30,0.2,"4.1640708123436901E-14","Y","Y","2","Both",FALSE
"Q07654","TFF3","OID20371","Trefoil factor 3","4721_54",0.6866436546793,0,0,88,0.72,"8.7377951841569299E-231","Y","Y","1","Both",FALSE
"Q07654","TFF3","OID20371","Trefoil factor 3","8323_163",0.6866436546793,0,0,88,0.65,"1.6292028184961399E-175","Y","Y","1","Both",FALSE
"Q9UK05","GDF2","OID20202","Growth/differentiation factor 2","4880_21",-0.176024092141876,0.100867242013943,0.126955536492465,88,0.53,"4.9450722838421299E-107","N","N","3","None",FALSE
"O75326","SEMA7A","OID20283","Semaphorin-7A","7019_13",0.717813020113597,3.54766242189692e-15,9.96345988637218e-15,88,0.42,"2.2356115699545198E-61","Y","Y","2","Both",FALSE
"Q9UL46","PSME2","OID20989","Proteasome activator complex subunit 2","17694_32",0.696611602268325,0,0,88,0.72,"4.9052350611738303E-232","Y","Y","1","Both",FALSE
"P26842","CD27","OID21527","CD27 antigen","5412_53",-0.164589442815249,0.36651028060324,0.415035212438373,32,-0.03,"0.23928142304369901","Y","N","3","Olink only",FALSE
"P31949","S100A11","OID20130","Protein S100-A11","14011_17",0.575484200474919,4.48924103157625e-09,1.06702171045254e-08,88,0.26,"5.4570705717738899E-24","Y","Y","2","Both",FALSE
"P22894","MMP8","OID21019","Neutrophil collagenase","9172_69",0.709661411612017,0,0,68,0.4,"6.6858120502522497E-56","Y","Y","2","Both",FALSE
"P22692","IGFBP4","OID21158","Insulin-like growth factor-binding protein 4","2950_57",0.718343841358177,0,0,88,0.31,"1.39410009217787E-34","Y","Y","2","Both",FALSE
"O43639","NCK2","OID20683","Cytoplasmic protein NCK2","13615_60",0.677887154861945,1.93167483768018e-07,4.00893546275906e-07,50,0.74,"1.87902146705003E-250","N","N","3","None",FALSE
"Q6UWP8","SBSN","OID30398","Suprabasin","5724_58",0.538667793794599,6.1742170559894e-08,1.34051751081001e-07,88,-0.06,"2.7969797872896399E-2","Y","N","3","Olink only",FALSE
"P48052","CPA2","OID21060","Carboxypeptidase A2","9276_7",0.620022246941046,0.000344315326031058,0.000555331432984379,30,0.03,"0.27442544747740399","Y","N","3","Olink only",FALSE
"O75509","TNFRSF21","OID21052","Tumor necrosis factor receptor superfamily member 21","5404_53",0.576190476190476,0.000372349224390225,0.000597983320535652,35,0.54,"6.3699517265365198E-111","Y","Y","1","Both",FALSE
"Q9BQ51","PDCD1LG2","OID21273","Programmed cell death 1 ligand 2","3004_67",0.423450673378301,0.010070907767213,0.0140371047767697,36,0.29,"2.6346258590199201E-30","Y","Y","2","Both",FALSE
"P35754","GLRX","OID20195","Glutaredoxin-1","18386_36",0.649994716635554,0,0,88,0.21,"1.74249394679151E-16","Y","Y","2","Both",FALSE
"Q92876","KLK6","OID21526","Kallikrein-6","3450_4",0.505021419739229,5.22719659187551e-07,1.05196166706372e-06,88,0.06,"2.91384734243956E-2","Y","N","3","Olink only",FALSE
"Q14624","ITIH4","OID30762","Inter-alpha-trypsin inhibitor heavy chain H4","4811_33",0.535292874502483,1.26921991131133e-07,2.69351368396709e-07,88,0.42,"3.8862893610398399E-59","Y","Y","2","Both",FALSE
"P19022","CDH2","OID20170","Cadherin-2","3797_1",0.652724454932901,0,0,88,0.05,"6.1551545949735997E-2","Y","N","3","Olink only",FALSE
"P13501","CCL5","OID20412","C-C motif chemokine 5","5480_49",0.780564263322884,0,0,88,0.7,"1.58034140393142E-213","Y","Y","1","Both",FALSE
"Q5T2D2","TREML2","OID21120","Trem-like transcript 2 protein","5736_1",0.643657904479822,0,0,74,0.49,"2.31674403637148E-87","Y","Y","2","Both",FALSE
"P09382","LGALS1","OID20154","Galectin-1","8046_9",0.416575675390088,6.31474522499426e-05,0.00010851365843255,88,0.06,"1.8433409034977099E-2","Y","N","3","Olink only",FALSE
"P17931","LGALS3","OID20284","Galectin-3","3066_12",0.391285970906273,0.000183552520776192,0.000303412585587586,88,0.55,"6.3136785636212697E-117","Y","Y","1","Both",FALSE
"P10599","TXN","OID30670","Thioredoxin","8813_160",0.700239512521574,0,0,88,0.2,"2.3471426799718199E-14","Y","N","3","Olink only",FALSE
"Q15762","CD226","OID30556","CD226 antigen","5062_60",0.277130076432672,0.00914217652217744,0.0128058527215116,88,0.11,"3.3410782532490901E-5","Y","N","3","Olink only",FALSE
"O14793","MSTN","OID20115","Growth/differentiation factor 8","14583_49",0.741256031841077,0,0,88,0.27,"5.0359446549899198E-25","Y","N","3","Olink only",FALSE
"P11279","LAMP1","OID30416","Lysosome-associated membrane glycoprotein 1","16902_17",0.453788172308126,1.12900199843723e-05,2.02324326386608e-05,88,-0.04,"0.17491372256242901","Y","N","3","Olink only",FALSE
"P20700","LMNB1","OID31501","Lamin-B1","3889_64",0.362402669632925,0.0497809348812769,0.0648243085132199,30,0.12,"4.8316604081905699E-6","N","Y","3","SomaScan only",FALSE
"P15090","FABP4","OID20245","Fatty acid-binding protein, adipocyte","15386_7",0.88827445317178,0,0,88,0.74,"1.26759207211165E-248","Y","Y","1","Both",TRUE
"P43490","NAMPT","OID21227","Nicotinamide phosphoribosyltransferase","5011_11",-0.103076923076923,0.622690375430115,0.668267522681179,25,0.24,"9.8627328175541401E-21","N","N","3","None",FALSE
"P12111","COL6A3","OID20292","Collagen alpha-3(VI) chain","10511_10",0.223820929167694,0.036259597132808,0.0480482220222304,88,0.07,"9.3956942636825996E-3","Y","Y","2","Both",FALSE
"P12111","COL6A3","OID20292","Collagen alpha-3(VI) chain","11196_31",0.223820929167694,0.036259597132808,0.0480482220222304,88,0.69,"3.1373084257688999E-201","Y","Y","1","Both",FALSE
"Q8IUK5","PLXDC1","OID21258","Plexin domain-containing protein 1","9235_3",0.332094677890881,0.00165824893724589,0.00252313079535122,88,-0.07,"7.3748955668228996E-3","Y","N","3","Olink only",FALSE
"Q9UMX5","NENF","OID31354","Neudesin","9219_70",-0.0369483286957134,0.732067529541918,0.767442930030573,88,0.03,"0.27717009373860302","N","N","3","None",FALSE
"Q8NFT8","DNER","OID20712","Delta and Notch-like epidermal growth factor-related receptor","11442_1",0.66859409247469,0,0,66,0.02,"0.52506640268760496","Y","N","3","Olink only",FALSE
"Q8NFT8","DNER","OID20712","Delta and Notch-like epidermal growth factor-related receptor","9769_48",0.66859409247469,0,0,66,0.48,"2.7884791558379801E-83","Y","Y","2","Both",FALSE
"P08727","KRT19","OID20596","Keratin, type I cytoskeletal 19","15606_19",0.0841813135985199,0.572609750430813,0.621611930996526,47,0,"0.89695827925400695","Y","N","3","Olink only",FALSE
"Q15102","PAFAH1B3","OID30998","Platelet-activating factor acetylhydrolase IB subunit alpha1","12374_8",-0.175889328063241,0.420344348738053,0.471738339687139,23,0,"0.97595172926173501","N","N","3","None",FALSE
"Q15828","CST6","OID20293","Cystatin-M","14711_27",0.896710225071326,0,0,88,0.57,"1.9322738384491299E-125","Y","Y","1","Both",FALSE
"P39059","COL15A1","OID30396","Collagen alpha-1(XV) chain","8974_172",0.59508294882181,1.09609389387416e-09,2.74997779151984e-09,88,0.65,"7.3547969587315497E-162","Y","Y","1","Both",FALSE
"Q9NZD4","AHSP","OID21078","Alpha-hemoglobin-stabilizing protein","9025_5",0.944225282659998,0,0,88,-0.01,"0.62493070349549396","Y","N","3","Olink only",FALSE
"Q93091","RNASE6","OID30689","Ribonuclease K6","5646_20",0.447949065859514,0.000189277599359881,0.00031196264186468,66,0.43,"1.7115057120544701E-63","Y","Y","2","Both",FALSE
"P40189","IL6ST","OID20147","Interleukin-6 receptor subunit beta","2620_4",0.293572730566228,0.00550273510090285,0.00790405588921032,88,0.31,"2.6703888374144801E-33","Y","Y","2","Both",FALSE
"P25815","S100P","OID20103","Protein S100-P","9926_4",0.410088858509911,0.000264110839775008,0.000430897598419053,76,0.06,"2.7049111753512801E-2","Y","N","3","Olink only",FALSE
"Q6UXK5","LRRN1","OID20438","Leucine-rich repeat neuronal protein 1","11293_14",0.768125321963884,2.47505238296681e-18,7.31501083866368e-18,88,0.05,"4.6362833133132997E-2","Y","N","3","Olink only",FALSE
"Q96FQ6","S100A16","OID20878","Protein S100-A16","17836_17",-0.021978021978022,0.949418436540724,0.957212474661608,13,0.15,"1.5264749729277399E-8","Y","Y","2","Both",FALSE
"P09601","HMOX1","OID20217","Heme oxygenase 1","17398_55",-0.0103896103896104,0.966248850961223,0.97314447166389,21,0.73,"4.3375677178741799E-240","Y","Y","1","Both",FALSE
"P12830","CDH1","OID20353","Cadherin-1","18429_10",0.706350604064669,0,0,88,0.17,"2.4574406756582698E-10","Y","N","3","Olink only",FALSE
"Q9NTU7","CBLN4","OID21386","Cerebellin-4","5688_65",0.718308618928534,0,0,88,0.66,"5.5389541595552796E-181","Y","Y","1","Both",FALSE
"Q96C24","SYTL4","OID30339","Synaptotagmin-like protein 4","11563_51",0.651012145748988,1.19944797778132e-05,2.14608045469906e-05,39,0.14,"5.12649383554687E-7","Y","Y","2","Both",FALSE
"Q96C24","SYTL4","OID30339","Synaptotagmin-like protein 4","9090_9",0.651012145748988,1.19944797778132e-05,2.14608045469906e-05,39,0.46,"6.8272302076866898E-71","Y","Y","2","Both",FALSE
"P15086","CPB1","OID20289","Carboxypeptidase B","15375_49",0.819925328449157,0,0,88,0.85,"0","Y","Y","1","Both",TRUE
"P16233","PNLIP","OID30693","Pancreatic triacylglycerol lipase","15613_16",0.857982624644955,4.18339584592855e-23,1.28343856251449e-22,76,0.87,"0","Y","Y","1","Both",TRUE
"Q86VB7","CD163","OID20360","Scavenger receptor cysteine-rich type 1 protein M130","5028_59",0.880965799020817,0,0,88,0.72,"6.8953862888397096E-229","Y","Y","1","Both",TRUE
"P41159","LEP","OID20187","Leptin","8484_24",0.92231693142193,0,0,88,0.91,"0","Y","Y","1","Both",TRUE
"O00194","RAB27B","OID30354","Ras-related protein Rab-27B","13596_3",0.802120390264521,0,0,88,0.05,"5.2125305615748602E-2","N","N","3","None",FALSE
"Q8TEU8","WFIKKN2","OID20785","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2","3235_50",0.500205058099795,5.70764565749019e-06,1.04950031715088e-05,76,0.67,"5.0681192545389002E-187","Y","Y","1","Both",FALSE
"Q96IU4","ABHD14B","OID20921","Putative protein-lysine deacylase ABHD14B","19325_21",0.584322496565813,3.69383556340337e-09,8.87306457677106e-09,88,0.08,"1.3987440692762999E-3","Y","N","3","Olink only",FALSE
"P54727","RAD23B","OID21166","UV excision repair protein RAD23 homolog B","12522_6",0.762428068885154,6.16202843180055e-18,1.80699483103969e-17,88,0.68,"8.0740759705119107E-195","Y","Y","1","Both",FALSE
"Q99536","VAT1","OID21382","Synaptic vesicle membrane protein VAT-1 homolog","18175_65",0.185921594871614,0.0828957788082278,0.105393394453254,88,-0.11,"1.5948503982444001E-5","Y","Y","2","Both",FALSE
"P10646","TFPI","OID20388","Tissue factor pathway inhibitor","3336_50",0.683931527596774,0,0,88,0.48,"7.6332445087720197E-84","Y","Y","2","Both",FALSE
"Q11201","ST3GAL1","OID21322","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1","5657_28",0.129245947850599,0.401794715595811,0.453173060846823,44,0.33,"2.2146281236330098E-37","Y","Y","2","Both",FALSE
"Q6PI73","LILRA6","OID30346","Leukocyte immunoglobulin-like receptor subfamily A member 6","7059_14",0.662728937728938,4.22843602894589e-09,1.00715280098732e-08,64,0.78,"2.1450428385998401E-280","Y","Y","1","Both",FALSE
"P49747","COMP","OID20405","Cartilage oligomeric matrix protein","8043_153",0.73269698143778,0,0,88,0.66,"2.5412280868603098E-183","Y","Y","1","Both",FALSE
"Q9H8J5","MANSC1","OID21492","MANSC domain-containing protein 1","9557_5",0.604821950618154,3.23814461478065e-11,8.60203592961731e-11,88,0.63,"7.3115392640125798E-164","Y","Y","1","Both",FALSE
"P15311","EZR","OID21017","Ezrin","9753_17",0.46484801521609,6.52326505888396e-06,1.19557893692857e-05,88,0.24,"5.282365728671E-21","Y","N","3","Olink only",FALSE
"Q8TEA8","DTD1","OID30580","D-aminoacyl-tRNA deacylase 1","19194_9",0.846204428482909,0,0,78,0.73,"6.4184361336044102E-224","Y","Y","1","Both",TRUE
"O15335","CHAD","OID30660","Chondroadherin","13460_4",0.507284470807596,4.559942745687e-07,9.24268466764923e-07,88,0.82,"0","Y","Y","1","Both",FALSE
"Q10588","BST1","OID21051","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2","4535_50",0.851572681483569,0,0,88,0.71,"1.94611415712199E-221","Y","Y","1","Both",TRUE
"P23381","WARS1","OID21084","Tryptophan--tRNA ligase, cytoplasmic","9870_17",0.80828431545208,0,0,88,0.51,"2.7550570924237202E-95","Y","Y","1","Both",FALSE
"O14773","TPP1","OID20750","Tripeptidyl-peptidase 1","17691_1",0.504142173615858,4.7149256535634e-06,8.74080634297714e-06,76,0.62,"7.7886195190683698E-153","Y","Y","1","Both",FALSE
"P20062","TCN2","OID20341","Transcobalamin-2","15560_52",0.52897044838153,1.87282674332654e-07,3.89396205012092e-07,88,-0.01,"0.78581375365467199","Y","Y","2","Both",FALSE
"P20062","TCN2","OID20341","Transcobalamin-2","5584_21",0.52897044838153,1.87282674332654e-07,3.89396205012092e-07,88,0.46,"2.20440089074106E-75","Y","Y","2","Both",FALSE
"O75015","FCGR3B","OID20387","Low affinity immunoglobulin gamma Fc region receptor III-B","3311_27",0.689901729421296,0,0,88,0.26,"5.5606737612318801E-23","Y","Y","2","Both",FALSE
"Q9BXN1","ASPN","OID30315","Asporin","6451_64",0.303939962476548,0.0569703518474923,0.0735517122938091,40,0.56,"6.8725273084475196E-116","Y","Y","1","Both",FALSE
"P52799","EFNB2","OID30954","Ephrin-B2","14131_37",0.199787554217934,0.0795389301536501,0.101583090660035,78,0.34,"5.9068042746930598E-40","N","Y","3","SomaScan only",FALSE
"P52799","EFNB2","OID30954","Ephrin-B2","8772_5",0.199787554217934,0.0795389301536501,0.101583090660035,78,-0.09,"6.8776741500669995E-4","N","N","3","None",FALSE
"O76061","STC2","OID21157","Stanniocalcin-2","6231_46",0.551054911767814,4.61587275383186e-08,1.01190686195654e-07,88,0,"0.97857887151683398","Y","N","3","Olink only",FALSE
"O15467","CCL16","OID20334","C-C motif chemokine 16","4913_78",0.829998943327111,0,0,88,0.73,"4.7815624641986E-245","Y","Y","1","Both",TRUE
"Q16674","MIA","OID21531","Melanoma-derived growth regulatory protein","2687_2",0.191697191697192,0.336569048017768,0.382665110988983,27,0.65,"4.3101507032560398E-175","Y","Y","1","Both",FALSE
"P08217","CELA2A","OID30411","Chymotrypsin-like elastase family member 2A","7140_1",0.840900562851783,0,0,40,0.67,"7.9933844276091301E-181","Y","Y","1","Both",FALSE
"Q9Y2Y8","PRG3","OID30383","Proteoglycan 3","9015_1",0.841814370116257,0,0,54,0.64,"1.5063622720756099E-156","Y","Y","1","Both",FALSE
"Q99727","TIMP4","OID21147","Metalloproteinase inhibitor 4","6462_12",0.763736263736264,0.00360204194163413,0.00528830344877105,13,0.78,"4.9377832383671403E-294","Y","Y","1","Both",TRUE
"P25774","CTSS","OID21056","Cathepsin S","3181_50",0.259043358810891,0.0150246272013435,0.0206109405957677,88,0.47,"7.2759162959758196E-81","Y","Y","2","Both",FALSE
"P27348","YWHAQ","OID30605","14-3-3 protein theta","7625_27",0.872670916839844,0,0,88,0.51,"2.71207172113301E-92","N","N","3","None",FALSE
"O43291","SPINT2","OID20720","Kunitz-type protease inhibitor 2","2843_13",0.0515384615384615,0.8066552976447,0.8362845096794,25,0.4,"1.7599100511813799E-56","Y","Y","2","Both",FALSE
"Q9NRR1","CYTL1","OID30374","Cytokine-like protein 1","8402_22",0.436575052854123,0.00370879864090683,0.00543091266612686,43,0.57,"7.7464101978890596E-118","Y","Y","1","Both",FALSE
"P35442","THBS2","OID21104","Thrombospondin-2","14111_15",0.389249556413736,0.00133841116118995,0.0020502933527591,66,0.12,"2.6162217128051798E-6","Y","Y","2","Both",FALSE
"P35442","THBS2","OID21104","Thrombospondin-2","3339_33",0.389249556413736,0.00133841116118995,0.0020502933527591,66,0.58,"2.6918900473516699E-132","Y","Y","1","Both",FALSE
"Q9UHV9","PFDN2","OID20892","Prefoldin subunit 2","19243_2",0.166281755332791,0.292590165739599,0.337075813387763,42,0.34,"1.8470064664285301E-41","N","Y","3","SomaScan only",FALSE
"P09104","ENO2","OID21046","Gamma-enolase","10339_48",0.851202845972315,0,0,88,0.61,"6.50289511146862E-150","Y","Y","1","Both",FALSE
"P14207","FOLR2","OID21062","Folate receptor beta","15587_20",0.612518051495192,0,0,88,0.58,"7.6713501045882004E-130","Y","Y","1","Both",FALSE
"O60760","HPGDS","OID21266","Hematopoietic prostaglandin D synthase","12549_33",0.353399541634836,0.0409902434338705,0.0541262980547834,34,0.61,"3.4374962230755999E-148","Y","Y","1","Both",FALSE
"Q99538","LGMN","OID20773","Legumain","3622_33",0.538463740755717,2.17556807058724e-06,4.17723869335543e-06,68,0.65,"6.2348549017544102E-173","Y","Y","1","Both",FALSE
"O75791","GRAP2","OID20192","GRB2-related adapter protein 2","16074_12",0.669811902559359,8.38030821208944e-07,1.65988911779807e-06,46,0.2,"1.4665617206578399E-14","Y","Y","2","Both",FALSE
"O75791","GRAP2","OID20192","GRB2-related adapter protein 2","5265_12",0.669811902559359,8.38030821208944e-07,1.65988911779807e-06,46,-0.19,"4.1264420838907801E-13","Y","N","3","Olink only",FALSE
"Q15126","PMVK","OID20850","Phosphomevalonate kinase","12450_42",0.632699083861875,6.83036963443694e-06,1.2478134817604e-05,44,0.75,"5.7001939432268801E-260","Y","Y","1","Both",FALSE
"O43915","VEGFD","OID20662","Vascular endothelial growth factor D","13098_93",0.703349282296651,0,0,76,0.61,"5.0620201974233403E-147","Y","Y","1","Both",FALSE
"O43915","VEGFD","OID20662","Vascular endothelial growth factor D","14705_1",0.703349282296651,0,0,76,0.46,"1.41649699769813E-75","Y","Y","2","Both",FALSE
"P43487","RANBP1","OID30258","Ran-specific GTPase-activating protein","18191_23",0.835564087210736,0,0,88,0.7,"1.3772526923118501E-203","Y","Y","1","Both",FALSE
"O95393","BMP10","OID30575","Bone morphogenetic protein 10","3587_53",0.565560942092606,8.25055063275543e-07,1.63706004646413e-06,68,0.14,"8.4092613068924206E-8","Y","Y","2","Both",FALSE
"P46531","NOTCH1","OID20311","Neurogenic locus notch homolog protein 1","5107_7",0.351449402979818,0.000843310572938521,0.0013096253601755,88,0.21,"2.6969740399700799E-15","Y","Y","2","Both",FALSE
"O00585","CCL21","OID20686","C-C motif chemokine 21","2516_57",0.382433356117567,0.00384620861146334,0.00561029654049368,56,0.44,"8.9880843807045502E-67","Y","Y","2","Both",FALSE
"O14618","CCS","OID20973","Copper chaperone for superoxide dismutase","13068_139",0.722151898734177,0,0,80,0.09,"1.0485531429912001E-3","Y","Y","2","Both",FALSE
"P35052","GPC1","OID21438","Glypican-1","8697_38",0.417738015568314,6.00084837613592e-05,0.000103276795985632,88,0.41,"1.00903751669558E-60","Y","Y","2","Both",FALSE
"Q15818","NPTX1","OID21074","Neuronal pentraxin-1","9256_78",0.562326549491212,5.2789160379775e-05,9.14094510257148e-05,47,0.57,"3.9521852874593296E-127","Y","Y","1","Both",FALSE
"Q06418","TYRO3","OID20161","Tyrosine-protein kinase receptor TYRO3","2611_72",0.190868079289132,0.0985913917459071,0.12422955500126,76,0.31,"1.4553943996243599E-33","Y","Y","2","Both",FALSE
"P21695","GPD1","OID31358","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","13697_51",0.573139375154098,9.55750783021354e-09,2.20212782455328e-08,88,0.28,"3.9395597882794802E-27","Y","Y","2","Both",FALSE
"Q96GG9","DCUN1D1","OID30830","DCN1-like protein 1","17366_6",0.227125506072874,0.163926467825369,0.19943209286082,39,-0.02,"0.545417340413753","N","N","3","None",FALSE
"P48507","GCLM","OID30059","Glutamate--cysteine ligase regulatory subunit","18214_2",0.683438413581769,0,0,88,0.78,"1.2098177952863701E-282","Y","Y","1","Both",FALSE
"Q9H3K6","BOLA2B","OID30267","BolA-like protein 2","8404_102",0.69060617801416,0,0,88,0.24,"1.3285826968548901E-19","Y","N","3","Olink only",FALSE
"Q5VY43","PEAR1","OID20257","Platelet endothelial aggregation receptor 1","8275_31",0.0793385227713008,0.461756919022855,0.51367337164751,88,0.28,"1.4965682688755599E-26","Y","Y","2","Both",FALSE
"Q5VY43","PEAR1","OID20257","Platelet endothelial aggregation receptor 1","8892_14",0.0793385227713008,0.461756919022855,0.51367337164751,88,0.28,"6.2705710293141497E-27","Y","Y","2","Both",FALSE
"Q86VZ4","LRP11","OID20185","Low-density lipoprotein receptor-related protein 11","15472_16",0.328003201950212,0.0154640359858415,0.0211879813446785,54,0.61,"3.1700667785869897E-151","Y","Y","1","Both",FALSE
"Q86VZ4","LRP11","OID20185","Low-density lipoprotein receptor-related protein 11","6713_4",0.328003201950212,0.0154640359858415,0.0211879813446785,54,0.45,"1.77869186135815E-71","Y","Y","2","Both",FALSE
"P09603","CSF1","OID20719","Macrophage colony-stimulating factor 1","3738_54",0.771529710119404,0,0,88,0.12,"1.1911061645727001E-5","Y","N","3","Olink only",FALSE
"Q9HAT2","SIAE","OID21503","Sialate O-acetylesterase","9263_57",0.599908421682928,4.64205741289138e-10,1.19110973162599e-09,88,0.52,"8.7530916654560304E-103","Y","Y","1","Both",FALSE
"Q16663","CCL15","OID20328","C-C motif chemokine 15","18289_16",0.755466128962129,1.81563778749885e-17,5.29678310616588e-17,88,0.64,"4.0038438582755802E-169","Y","Y","1","Both",FALSE
"O43583","DENR","OID30493","Density-regulated protein","19287_59",0.68907681465821,6.41912820883246e-07,1.28268951287997e-06,44,0.61,"1.24582889804678E-142","N","N","3","None",FALSE
"P47929","LGALS7B","OID21406","Galectin-7","9196_8",0.190196078431373,0.272644309711199,0.317662977981366,35,0.01,"0.82459199084327395","Y","N","3","Olink only",FALSE
"P22304","IDS","OID20619","Iduronate 2-sulfatase","3198_4",0.30554846209897,0.00379295169099833,0.00554694619059211,88,0.06,"1.6899848165184202E-2","Y","Y","2","Both",FALSE
"Q9Y2E5","MAN2B2","OID30306","Epididymis-specific alpha-mannosidase","9251_28",0.882959753802691,5.52945727159639e-30,1.74378694403137e-29,88,0.62,"1.01071866622256E-143","Y","Y","1","Both",FALSE
"P14555","PLA2G2A","OID20274","Phospholipase A2, membrane associated","2692_74",0.677992277992278,9.83260437119559e-06,1.76767680494902e-05,36,0.7,"2.1778382076281199E-210","Y","Y","1","Both",FALSE
"Q6UWN8","SPINK6","OID21450","Serine protease inhibitor Kazal-type 6","5731_1",0.906821106821107,0,0,36,0.65,"2.2638090853733901E-174","Y","Y","1","Both",FALSE
"P06280","GLA","OID30594","Alpha-galactosidase A","15588_17",0.444917582417582,0.000265599328106662,0.000432700781287765,64,0.45,"1.35593960400394E-70","Y","Y","2","Both",FALSE
"P20061","TCN1","OID30687","Transcobalamin-1","19614_8",0.362750191537712,0.000514016382153785,0.0008139193484595,88,0.33,"4.1518193821869504E-37","Y","Y","2","Both",FALSE
"P80188","LCN2","OID20392","Neutrophil gelatinase-associated lipocalin","2836_68",0.816485930786729,3.19010887747979e-22,9.7341430342559e-22,88,0.69,"9.1148791081635703E-202","Y","Y","1","Both",FALSE
"Q8N1Q1","CA13","OID20225","Carbonic anhydrase 13","3420_21",0.577365532245424,4.7624339746184e-08,1.03999767066618e-07,76,0.76,"9.7107238332920498E-272","Y","Y","1","Both",FALSE
"P07741","APRT","OID20927","Adenine phosphoribosyltransferase","10088_37",0.651227501673066,0,0,88,0.64,"1.07837457200562E-167","Y","Y","1","Both",FALSE
"P07478","PRSS2","OID20364","Trypsin-2","5034_79",0.822919234968828,0,0,88,0.78,"1.61166747889521E-293","Y","Y","1","Both",TRUE
"Q86SJ2","AMIGO2","OID21370","Amphoterin-induced protein 2","14134_49",0.395283716670776,0.000155884751299027,0.000260345982568938,88,0.4,"6.7628304941564805E-57","Y","Y","2","Both",FALSE
"O94985","CLSTN1","OID20874","Calsyntenin-1","15521_4",0.207301609665035,0.0527784232101329,0.0684906204646437,88,0.14,"1.1825699453057699E-7","N","Y","3","SomaScan only",FALSE
"Q02763","TEK","OID21496","Angiopoietin-1 receptor","3773_15",0.470043323588461,5.01084896788743e-06,9.24387007311259e-06,88,0.37,"6.6212508595459699E-49","Y","Y","2","Both",FALSE
"P01275","GCG","OID21263","Pro-glucagon","4891_50",0.568428470754052,7.65238857864283e-05,0.000130506747814014,44,0.63,"1.5220278725884899E-160","N","N","3","None",FALSE
"P04746","AMY2A","OID20333","Pancreatic alpha-amylase","18917_53",0.736412947765137,0,0,88,0.75,"2.6274681539894401E-260","Y","Y","1","Both",TRUE
"P19971","TYMP","OID20234","Thymidine phosphorylase","11361_73",0.774506005424254,0,0,88,0.38,"4.8106410034490797E-50","Y","Y","2","Both",FALSE
"Q16651","PRSS8","OID20763","Prostasin","15513_108",0.674165457184325,9.75278052415381e-08,2.10533254527144e-07,53,0.56,"1.93442238674787E-116","Y","Y","1","Both",FALSE
"P07711","CTSL","OID20228","Procathepsin L","9275_2",-0.0619914761720264,0.565454362224961,0.615026950820791,88,0.12,"7.3707339397350899E-6","Y","Y","2","Both",FALSE
"Q5KU26","COLEC12","OID20738","Collectin-12","5457_5",0.784722617354196,0,0,75,0,"0.925982645233138","Y","Y","2","Both",FALSE
"Q15517","CDSN","OID20667","Corneodesmosin","7085_81",-0.29949494949495,0.0267069290567795,0.0358527026220024,55,-0.01,"0.719519997442297","N","N","3","None",FALSE
"P48745","CCN3","OID20299","CCN family member 3","2737_22",0.412634408602151,0.000858140812990812,0.00133082551904756,63,0.03,"0.21148210322838401","Y","Y","2","Both",FALSE
