biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
Q13126,Q13126,,C,,canonical,1.000,0.000,528,0.666,22,,,,,,,,,Q13126,2259,36,,,,nP20K \PName=S-methyl-5'-thioadenosine phosphorylase isoform Iso 1 \GName=MTAP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=283 \SV=2 \EV=217 \PE=1 \ModResPsi=(40|MOD:00134|N6-glycyl-L-lysine)(51|MOD:00064|N6-acetyl-L-lysine)(71|MOD:00134|N6-glycyl-L-lys,Homo sapiens
Q13123,Q13123,,C,,canonical,0.999,0.000,2,0.002,2,,,,,,,,,Q13123,2258,6,,,,nP20K \PName=Protein Red isoform Iso 1 \GName=IK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=557 \SV=3 \EV=169 \PE=1 \ModResPsi=(98|MOD:00064|N6-acetyl-L-lysine)(114|MOD:00048|O4'-phospho-L-tyrosine)(117|MOD:00047|O-phospho-L-threonine)(126|MOD:00048|O4,Homo sapiens
Q13103,Q13103,,C,,canonical,1.000,0.000,11868,26.943,66,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Secreted phosphoprotein 24 isoform Iso 1 \GName=SPP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=211 \SV=1 \EV=155 \PE=1 \ModResPsi=(92|MOD:00798|half cystine)(103|MOD:00798|half cystine)(96|MOD:00046|O-phospho-L-serine)(109|MOD:00048|O4'-p,Homo sapiens
Q13098,Q13098,,C,,canonical,0.999,0.000,25,0.028,11,,,,,,,,,Q13098,2257,68,,,,nP20K \PName=COP9 signalosome complex subunit 1 isoform Iso 1 \GName=GPS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=491 \SV=4 \EV=204 \PE=1 \ModResPsi=(144|MOD:00064|N6-acetyl-L-lysine)(183|MOD:00134|N6-glycyl-L-lysine)(224|MOD:00134|N6-glycyl-L-lysin,Homo sapiens
Q13094,Q13094,,C,,canonical,1.000,0.000,318,0.278,24,,,,,,,,,Q13094,2256,10,,,,nP20K \PName=Lymphocyte cytosolic protein 2 isoform Iso 1 \GName=LCP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=533 \SV=1 \EV=212 \PE=1 \ModResPsi=(23|MOD:00048|O4'-phospho-L-tyrosine)(113|MOD:00048|O4'-phospho-L-tyrosine)(128|MOD:00048|O4'-phospho-L-,Homo sapiens
Q13093,Q13093,,C,,canonical,1.000,0.000,11690,11.058,71,,,,,,,,,Q13093,2255,8,,,,nP20K \PName=Platelet-activating factor acetylhydrolase isoform Iso 1 \GName=PLA2G7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=441 \SV=1 \EV=196 \PE=1 \ModRes=(423||N-linked (GlcNAc...) asparagine)(433||N-linked (GlcNAc...) asparagine) \VariantSimple=(,Homo sapiens
Q13085,Q13085,,C,,canonical,0.999,0.000,53,0.009,18,,,,,,,,,Q7Z7G0,2878,427,,,,nP20K \PName=Acetyl-CoA carboxylase 1 isoform Iso 1 \GName=ACACA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2346 \SV=2 \EV=219 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(5|MOD:00046|O-phospho-L-serine)(17|MOD:00046|O-phospho-L-serine)(23|MOD:,Homo sapiens
Q13057,Q13057,,C,,canonical,0.999,0.000,12,0.012,8,,,,,,,,,Q13057,2254,10,,,,nP20K \PName=Bifunctional coenzyme A synthase isoform Iso 1 \GName=COASY \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=564 \SV=4 \EV=209 \PE=1 \ModResPsi=(172|MOD:00046|O-phospho-L-serine)(173|MOD:00047|O-phospho-L-threonine)(178|MOD:00046|O-phospho-L-ser,Homo sapiens
Q13045,Q13045,,C,,canonical,0.999,0.000,79,0.027,25,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Protein flightless-1 homolog isoform Iso 1 \GName=FLII \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1269 \SV=2 \EV=213 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(21|MOD:00064|N6-acetyl-L-lysine)(21|MOD:00134|N6-glycyl-L-lysine)(406,Homo sapiens
Q13043,Q13043,,C,,canonical,0.999,0.000,17,0.014,6,,,,,,,,,Q13043,2253,39,,,,nP20K \PName=Serine/threonine-protein kinase 4 isoform Iso 1 \GName=STK4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=487 \SV=2 \EV=222 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(3|MOD:00047|O-phospho-L-threonine)(82|MOD:00046|O-phospho-L-serin,Homo sapiens
Q13018,Q13018,,C,,canonical,0.999,0.000,1164,0.413,19,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Secretory phospholipase A2 receptor isoform Iso 1 \GName=PLA2R1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1463 \SV=2 \EV=173 \PE=1 \ModResPsi=(51|MOD:00798|half cystine)(64|MOD:00798|half cystine)(89|MOD:00798|half cystine)(106|MOD:00798|,Homo sapiens
Q13011,Q13011,,C,,canonical,0.999,0.000,206,0.260,29,,,,,,,,,P14866,1281,50,,,,"nP20K \PName=Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial isoform Iso 1 \GName=ECH1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=328 \SV=2 \EV=206 \PE=1 \ModResPsi=(36|MOD:00046|O-phospho-L-serine)(37|MOD:00046|O-phospho-L-serine)(43|MOD:00",Homo sapiens
Q12974,Q12974,,C,,canonical,0.999,0.000,60,0.136,5,,,,,,,,,Q12974,2250,24,,,,nP20K \PName=Protein tyrosine phosphatase type IVA 2 isoform Iso 1 \GName=PTP4A2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=167 \SV=1 \EV=196 \PE=1 \ModResPsi=(46|MOD:00798|half cystine)(101|MOD:00798|half cystine)(164|MOD:00114|L-cysteine methyl ester,Homo sapiens
Q12965,Q12965,,C,,canonical,0.999,0.000,8,0.003,6,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Unconventional myosin-Ie isoform Iso 1 \GName=MYO1E \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1108 \SV=2 \EV=197 \PE=1 \ModResPsi=(7|MOD:00048|O4'-phospho-L-tyrosine)(9|MOD:00048|O4'-phospho-L-tyrosine)(736|MOD:00046|O-phospho-L-serine)(8,Homo sapiens
Q12931,Q12931,,C,,canonical,0.999,0.000,554,0.322,16,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Heat shock protein 75 kDa, mitochondrial isoform Iso 1 \GName=TRAP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=704 \SV=3 \EV=215 \PE=1 \ModResPsi=(60|MOD:00046|O-phospho-L-serine)(61|MOD:00047|O-phospho-L-threonine)(63|MOD:00047|O-phospho-",Homo sapiens
Q12929,Q12929,,C,,canonical,0.999,0.000,13,0.008,6,,,,,,,,,Q12929,2247,17,,,,nP20K \PName=Epidermal growth factor receptor kinase substrate 8 isoform Iso 1 \GName=EPS8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=822 \SV=1 \EV=195 \PE=1 \ModResPsi=(55|MOD:00046|O-phospho-L-serine)(57|MOD:00046|O-phospho-L-serine)(58|MOD:00046|O-p,Homo sapiens
Q12913,Q12913,,C,,canonical,1.000,0.000,24541,8.705,100,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Receptor-type tyrosine-protein phosphatase eta isoform Iso 1 \GName=PTPRJ \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1337 \SV=3 \EV=217 \PE=1 \ModResPsi=(1009|MOD:00046|O-phospho-L-serine)(1011|MOD:00046|O-phospho-L-serine)(1305|MOD:00046|,Homo sapiens
Q12912,Q12912,,C,,canonical,0.999,0.000,4,0.003,3,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Inositol 1,4,5-triphosphate receptor associated 2 isoform Iso 1 \GName=IRAG2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=555 \SV=3 \EV=158 \PE=1 \ModResPsi=(82|MOD:00048|O4'-phospho-L-tyrosine)(91|MOD:00047|O-phospho-L-threonine)(92|MOD:000",Homo sapiens
Q12907,Q12907,,C,,canonical,1.000,0.000,5445,6.506,54,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Vesicular integral-membrane protein VIP36 isoform Iso 1 \GName=LMAN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=356 \SV=1 \EV=181 \PE=1 \ModResPsi=(126|MOD:00134|N6-glycyl-L-lysine)(202|MOD:00798|half cystine)(239|MOD:00798|half cystine)(3,Homo sapiens
Q12906,Q12906,,C,,canonical,0.999,0.000,417,0.225,39,,,,,,,,,Q12906,2245,41,,,,nP20K \PName=Interleukin enhancer-binding factor 3 isoform Iso 1 \GName=ILF3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=894 \SV=3 \EV=231 \PE=1 \ModResPsi=(17|MOD:00134|N6-glycyl-L-lysine)(56|MOD:00046|O-phospho-L-serine)(57|MOD:00046|O-phospho-L-serin,Homo sapiens
Q12905,Q12905,,C,,canonical,0.999,0.000,416,0.497,26,,,,,,,,,Q12905,2244,17,,,,nP20K \PName=Interleukin enhancer-binding factor 2 isoform Iso 1 \GName=ILF2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=390 \SV=2 \EV=188 \PE=1 \ModResPsi=(16|MOD:00078|omega-N-methyl-L-arginine)(16|MOD:00658|methylated arginine)(16|MOD:00077|asymmetri,Homo sapiens
Q12904,Q12904,,C,,canonical,0.999,0.000,2423,3.056,8,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform Iso 1 \GName=AIMP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=312 \SV=2 \EV=203 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(9|MOD:00134|N6-glycyl-L-lysine),Homo sapiens
Q12888,Q12888,,C,,canonical,0.999,0.000,2,0.001,2,,,,,,,,,Q12888,2242,20,,,,nP20K \PName=TP53-binding protein 1 isoform Iso 1 \GName=TP53BP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1972 \SV=2 \EV=229 \PE=1 \ModResPsi=(25|MOD:00046|O-phospho-L-serine)(63|MOD:00046|O-phospho-L-serine)(68|MOD:00047|O-phospho-L-threonine)(78|MO,Homo sapiens
Q12884,Q12884,,C,,canonical,1.000,0.000,7263,3.664,109,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Prolyl endopeptidase FAP isoform Iso 1 \GName=FAP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=760 \SV=5 \EV=203 \PE=1 \ModResPsi=(321|MOD:00798|half cystine)(332|MOD:00798|half cystine)(438|MOD:00798|half cystine)(441|MOD:00798|half cystine,Homo sapiens
Q12882,Q12882,,C,,canonical,0.999,0.000,409,0.157,56,,,,,,,,,Q12882,2241,13,,,,nP20K \PName=Dihydropyrimidine dehydrogenase [NADP(+)] isoform Iso 1 \GName=DPYD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1025 \SV=2 \EV=211 \PE=1 \ModResPsi=(89|MOD:00134|N6-glycyl-L-lysine)(107|MOD:00134|N6-glycyl-L-lysine)(326|MOD:00046|O-phospho-,Homo sapiens
Q12874,Q12874,,C,,canonical,0.999,0.000,20,0.019,10,,,,,,,,,Q12874,2240,12,,,,nP20K \PName=Splicing factor 3A subunit 3 isoform Iso 1 \GName=SF3A3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=501 \SV=1 \EV=213 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(54|MOD:00046|O-phospho-L-serine)(121|MOD:00046|O-phospho-L-serine)(20,Homo sapiens
Q12866,Q12866,,C,,canonical,0.999,0.000,3987,1.810,44,,,,,,,,,Q12866,2239,7,,,,nP20K \PName=Tyrosine-protein kinase Mer isoform Iso 1 \GName=MERTK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=999 \SV=2 \EV=224 \PE=1 \ModResPsi=(115|MOD:00798|half cystine)(175|MOD:00798|half cystine)(218|MOD:00798|half cystine)(262|MOD:00798|half cy,Homo sapiens
Q12864,Q12864,,C,,canonical,1.000,0.000,1179,0.622,60,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Cadherin-17 isoform Iso 1 \GName=CDH17 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=832 \SV=3 \EV=183 \PE=1 \ModResPsi=(358|MOD:00046|O-phospho-L-serine)(821|MOD:00046|O-phospho-L-serine)(825|MOD:00046|O-phospho-L-serine)(832|MOD:00046|O-pho,Homo sapiens
Q12860,Q12860,,C,,canonical,1.000,0.000,22353,9.062,165,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Contactin-1 isoform Iso 1 \GName=CNTN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1018 \SV=1 \EV=203 \PE=1 \ModResPsi=(65|MOD:00798|half cystine)(114|MOD:00798|half cystine)(158|MOD:00798|half cystine)(211|MOD:00798|half cystine)(263|MOD:0,Homo sapiens
Q12841,Q12841,,C,,canonical,1.000,0.000,4001,4.129,62,,,,,,,,,Q12841,2236,65,,,,nP20K \PName=Follistatin-related protein 1 isoform Iso 1 \GName=FSTL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=308 \SV=1 \EV=192 \PE=1 \ModResPsi=(31|MOD:00798|half cystine)(42|MOD:00798|half cystine)(36|MOD:00798|half cystine)(52|MOD:00798|half cyst,Homo sapiens
Q12805,Q12805,,C,,canonical,1.000,0.000,52949,48.083,184,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=EGF-containing fibulin-like extracellular matrix protein 1 isoform Iso 1 \GName=EFEMP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=493 \SV=2 \EV=216 \PE=1 \ModResPsi=(20|MOD:00047|O-phospho-L-threonine)(23|MOD:00047|O-phospho-L-threonine)(2,Homo sapiens
Q12802,Q12802,,C,,canonical,1.000,0.000,4,0.001,4,,,,,,,,,Q12802,2234,8,,,,nP20K \PName=A-kinase anchor protein 13 isoform Iso 1 \GName=AKAP13 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2813 \SV=2 \EV=196 \PE=1 \ModResPsi=(186|MOD:00134|N6-glycyl-L-lysine)(332|MOD:00046|O-phospho-L-serine)(336|MOD:00047|O-phospho-L-threonine),Homo sapiens
Q12797,Q12797,,C,,canonical,1.000,0.000,231,0.150,35,,,,,,,,,Q12797,2233,140,,,,nP20K \PName=Aspartyl/asparaginyl beta-hydroxylase isoform Iso 1 \GName=ASPH \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=758 \SV=3 \EV=213 \PE=1 \ModResPsi=(9|MOD:00046|O-phospho-L-serine)(10|MOD:00046|O-phospho-L-serine)(13|MOD:00046|O-phospho-L-serine,Homo sapiens
Q12794,Q12794,,C,,canonical,0.999,0.000,222,0.280,14,,,,,,,,,Q12794,2232,11,,,,nP20K \PName=Hyaluronidase-1 isoform Iso 1 \GName=HYAL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=435 \SV=2 \EV=181 \PE=1 \ModResPsi=(43|MOD:00798|half cystine)(333|MOD:00798|half cystine)(207|MOD:00798|half cystine)(221|MOD:00798|half cystine)(358|MO,Homo sapiens
Q12792,Q12792,,C,,canonical,0.999,0.000,28,0.028,11,,,,,,,,,Q6IBS0,2708,40,,,,nP20K \PName=Twinfilin-1 isoform Iso 1 \GName=TWF1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=350 \SV=3 \EV=195 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(137|MOD:00048|O4'-phospho-L-tyrosine)(140|MOD:00046|O-phospho-L-serine)(142|MOD:00046|O-pho,Homo sapiens
Q12769,Q12769,,C,,canonical,0.999,0.000,15,0.005,12,,,,,,,,,Q12769,2231,10,,,,nP20K \PName=Nuclear pore complex protein Nup160 isoform Iso 1 \GName=NUP160 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1436 \SV=3 \EV=209 \PE=1 \ModResPsi=(44|MOD:00046|O-phospho-L-serine)(131|MOD:00134|N6-glycyl-L-lysine)(343|MOD:00134|N6-glycyl-L-ly,Homo sapiens
Q12765,Q12765,,C,,canonical,0.999,0.000,62,0.070,14,,,,,,,,,Q12765,2230,9,,,,nP20K \PName=Secernin-1 isoform Iso 1 \GName=SCRN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=414 \SV=2 \EV=167 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(322|MOD:00046|O-phospho-L-serine)(324|MOD:00235|S-nitrosyl-L-cysteine) \VariantSimple=(1|V,Homo sapiens
Q11206,Q11206,,C,,canonical,0.982,0.000,6,0.006,2,,,,,,,,,Q11206,2229,25,,,,"nP20K \PName=CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 isoform Iso 1 \GName=ST3GAL4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=333 \SV=1 \EV=188 \PE=1 \ModResPsi=(120|MOD:00798|half cystine)(273|MOD:00798|half cystine) \M",Homo sapiens
Q11201,Q11201,,C,,canonical,1.000,0.000,135,0.170,16,,,,,,,,,Q11201,2228,18,,,,"nP20K \PName=CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 isoform Iso 1 \GName=ST3GAL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=340 \SV=1 \EV=191 \PE=1 \ModResPsi=(59|MOD:00798|half cystine)(64|MOD:00798|half cystine)(61|M",Homo sapiens
Q10713,Q10713,,C,,canonical,0.998,0.000,14,0.011,2,,,,,,,,,Q10713,2227,16,,,,nP20K \PName=Mitochondrial-processing peptidase subunit alpha isoform Iso 1 \GName=PMPCA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=525 \SV=2 \EV=201 \PE=1 \ModResPsi=(53|MOD:00134|N6-glycyl-L-lysine)(64|MOD:01819|N6-succinyl-L-lysine)(103|MOD:00064|N6,Homo sapiens
Q10589,Q10589,,C,,canonical,0.999,0.000,517,1.174,4,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Bone marrow stromal antigen 2 isoform Iso 1 \GName=BST2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=180 \SV=1 \EV=183 \PE=1 \ModResPsi=(18|MOD:00134|N6-glycyl-L-lysine)(53|MOD:00798|half cystine)(53|MOD:00798|half cystine)(63|MOD:00798|half,Homo sapiens
Q10588,Q10588,,C,,canonical,1.000,0.000,9395,11.226,54,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 isoform Iso 1 \GName=BST1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=318 \SV=2 \EV=199 \PE=1 \ModResPsi=(51|MOD:00798|half cystine)(67|MOD:00798|half cystine)(83|MOD:00798|half cystine)(163,Homo sapiens
Q10567,Q10567,,C,,canonical,0.999,0.000,185,0.089,35,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=AP-1 complex subunit beta-1 isoform A \GName=AP1B1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=949 \SV=3 \EV=193 \PE=1 \ModResPsi=(6|MOD:00048|O4'-phospho-L-tyrosine)(172|MOD:00046|O-phospho-L-serine)(318|MOD:00064|N6-acetyl-L-lysine)(574|M,Homo sapiens
Q10472,Q10472,,C,,canonical,0.999,0.000,456,0.357,35,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Polypeptide N-acetylgalactosaminyltransferase 1 isoform Iso 1 \GName=GALNT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=559 \SV=1 \EV=197 \PE=1 \ModResPsi=(106|MOD:00798|half cystine)(339|MOD:00798|half cystine)(330|MOD:00798|half cystine)(,Homo sapiens
Q10471,Q10471,,C,,canonical,1.000,0.000,1910,1.275,62,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Polypeptide N-acetylgalactosaminyltransferase 2 isoform Iso 1 \GName=GALNT2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=571 \SV=1 \EV=198 \PE=1 \ModResPsi=(59|MOD:00046|O-phospho-L-serine)(94|MOD:00046|O-phospho-L-serine)(103|MOD:00134|N6-g,Homo sapiens
Q10469,Q10469,,C,,canonical,0.999,0.000,553,0.571,28,,,,,,,,,Q10469,2226,2,,,,"nP20K \PName=Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase isoform Iso 1 \GName=MGAT2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=447 \SV=1 \EV=195 \PE=1 \ModResPsi=(196|MOD:00798|half cystine)(210|MOD:00798|half cystine)(283|MO",Homo sapiens
Q0ZGT2,Q0ZGT2,,C,,canonical,0.999,0.000,559,0.409,54,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Nexilin isoform Iso 1 \GName=NEXN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=675 \SV=1 \EV=146 \PE=1 \ModResPsi=(80|MOD:00046|O-phospho-L-serine)(87|MOD:00046|O-phospho-L-serine)(158|MOD:00047|O-phospho-L-threonine)(160|MOD:00046|O-phospho,Homo sapiens
Q0VDG4,Q0VDG4,,C,,canonical,0.999,0.000,9,0.010,5,,,,,,,,,Q0VDG4,2225,11,,,,nP20K \PName=Secernin-3 isoform Iso 1 \GName=SCRN3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=424 \SV=1 \EV=123 \PE=1 \ModResPsi=(398|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(1|I)(3|A)(3|L)(5|C)(6|Y)(7|Y)(8|A)(8|I)(9|L)(9|S)(10|M)(11|T)(14|L)(14|Q,Homo sapiens
Q0VD83,Q0VD83,,C,,canonical,0.999,0.000,136,0.056,25,,,,,,,,,Q0VD83,2224,4,,,,nP20K \PName=Apolipoprotein B receptor isoform Iso 4 \GName=APOBR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1097 \SV=3 \EV=115 \PE=1 \ModResPsi=(73|MOD:00046|O-phospho-L-serine)(175|MOD:00046|O-phospho-L-serine)(358|MOD:00046|O-phospho-L-serine)(422|M,Homo sapiens
Q0VAF6,Q0VAF6,,C,,canonical,0.999,0.000,77,0.350,10,,,,,,,,,Q0VAF6,2223,1,,,,nP20K \PName=Syncollin isoform Iso 1 \GName=SYCN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=134 \SV=1 \EV=103 \PE=1 \VariantSimple=(5|C)(5|H)(6|L)(6|Q)(8|M)(9|P)(10|D)(11|P)(11|R)(12|T)(13|V)(14|V)(16|A)(16|M)(17|S)(18|*)(18|G)(19|T)(20|R)(21|C)(21|S)(,Homo sapiens
Q09666,Q09666,,C,,canonical,1.000,0.000,12464,0.745,360,,,,,,,,,Q09666,2222,23,,,,nP20K \PName=Neuroblast differentiation-associated protein AHNAK isoform Iso 1 \GName=AHNAK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=5890 \SV=2 \EV=188 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(18|MOD:00046|O-phospho-L-serine)(20|MOD:00046,Homo sapiens
Q09328,Q09328,,C,,canonical,1.000,0.000,188,0.109,25,,,,,,,,,Q09328,2220,9,,,,"nP20K \PName=Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A isoform Iso 1 \GName=MGAT5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=741 \SV=1 \EV=172 \PE=1 \ModResPsi=(145|MOD:00798|half cystine)(183|MOD:00798|half cystine)(156|M",Homo sapiens
Q09327,Q09327,,C,,canonical,0.999,0.000,78,0.063,18,,,,,,,,,Q09327,2219,5,,,,"nP20K \PName=Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase isoform Iso 1 \GName=MGAT3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=533 \SV=3 \EV=176 \PE=1 \ModRes=(141||N-linked (GlcNAc...) asparagine)(241||N-linked (GlcNAc...) as",Homo sapiens
Q09161,Q09161,,C,,canonical,0.999,0.000,7,0.004,7,,,,,,,,,Q09161,2218,8,,,,nP20K \PName=Nuclear cap-binding protein subunit 1 isoform Iso 1 \GName=NCBP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=790 \SV=1 \EV=218 \PE=1 \ModResPsi=(7|MOD:00046|O-phospho-L-serine)(21|MOD:00047|O-phospho-L-threonine)(22|MOD:00046|O-phospho-L-se,Homo sapiens
Q09028,Q09028,,C,,canonical,0.999,0.000,76,0.091,21,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Histone-binding protein RBBP4 isoform Iso 1 \GName=RBBP4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=425 \SV=3 \EV=232 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(4|MOD:00064|N6-acetyl-L-lysine)(4|MOD:00134|N6-glycyl-L-lysine)(4|MOD:0,Homo sapiens
Q08J23,Q08J23,,C,,canonical,0.999,0.000,38,0.020,24,,,,,,,,,Q08J23,2217,12,,,,nP20K \PName=RNA cytosine C(5)-methyltransferase NSUN2 isoform Iso 1 \GName=NSUN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=767 \SV=2 \EV=152 \PE=1 \ModResPsi=(46|MOD:00134|N6-glycyl-L-lysine)(46|MOD:00134|N6-glycyl-L-lysine)(139|MOD:00046|O-phospho-L,Homo sapiens
Q08ET2,Q08ET2,,C,,canonical,1.000,0.000,2177,2.149,45,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Sialic acid-binding Ig-like lectin 14 isoform Iso 1 \GName=SIGLEC14 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=396 \SV=1 \EV=117 \PE=1 \ModResPsi=(164|MOD:00798|half cystine)(213|MOD:00798|half cystine)(274|MOD:00798|half cystine)(319|MOD:,Homo sapiens
Q08945,Q08945,,C,,canonical,0.999,0.000,20,0.015,11,,,,,,,,,Q08945,2214,23,,,,nP20K \PName=FACT complex subunit SSRP1 isoform Iso 1 \GName=SSRP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=709 \SV=1 \EV=222 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(4|MOD:00047|O-phospho-L-threonine)(15|MOD:00134|N6-glycyl-L-lysine)(39|MOD,Homo sapiens
Q08830,Q08830,,C,,canonical,1.000,0.000,5566,7.898,47,,,,,,,,,Q08830,2213,3,,,,nP20K \PName=Fibrinogen-like protein 1 isoform Iso 1 \GName=FGL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=312 \SV=3 \EV=174 \PE=1 \ModResPsi=(26|MOD:00798|half cystine)(26|MOD:00798|half cystine)(83|MOD:00798|half cystine)(112|MOD:00798|half cystine),Homo sapiens
