"Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","Technical.CV","Analyzed"
"MS","Q9NZP8","C1RL","Complement C1r subcomponent-like protein","C1RL","OID30721","Inflammation II",1.88381908979776,TRUE
"MS","Q9NZQ9","TMOD4","Tropomodulin-4","TMOD4","OID31246","Oncology II",NA,FALSE
"MS","Q9NZT1","CALML5","Calmodulin-like protein 5",NA,NA,NA,24.6451644898214,TRUE
"MS","Q9P0K1","ADAM22","Disintegrin and metalloproteinase domain-containing protein 22","ADAM22","OID21001","Neurology",NA,FALSE
"MS","Q9P0L0","VAPA","Vesicle-associated membrane protein-associated protein A",NA,NA,NA,33.167572720191,TRUE
"MS","Q9P121","NTM","Neurotrimin",NA,NA,NA,5.38977744427626,TRUE
"MS","Q9P1F3","ABRACL","Costars family protein ABRACL",NA,NA,NA,12.3931158577603,TRUE
"MS","Q9P232","CNTN3","Contactin-3","CNTN3","OID21092","Neurology",3.61795195421584,TRUE
"MS","Q9P289","STK26","Serine/threonine-protein kinase 26",NA,NA,NA,NA,FALSE
"MS","Q9P2B2","PTGFRN","Prostaglandin F2 receptor negative regulator",NA,NA,NA,7.63594685512698,TRUE
"MS","Q9P2E9","RRBP1","Ribosome-binding protein 1",NA,NA,NA,2.77146419837609,TRUE
"MS","Q9P2T1","GMPR2","GMP reductase 2","GMPR2","OID30623","Inflammation II",NA,FALSE
"MS","Q9P2X0","DPM3","Dolichol-phosphate mannosyltransferase subunit 3",NA,NA,NA,13.2367977613816,TRUE
"MS","Q9UBC2","EPS15L1","Epidermal growth factor receptor substrate 15-like 1",NA,NA,NA,25.9018703530117,TRUE
"MS","Q9UBE0","SAE1","SUMO-activating enzyme subunit 1",NA,NA,NA,NA,FALSE
"MS","Q9UBG0","MRC2","C-type mannose receptor 2",NA,NA,NA,3.45714555217778,TRUE
"MS","Q9UBG3","CRNN","Cornulin","CRNN","OID21427","Oncology",NA,FALSE
"MS","Q9UBP4","DKK3","Dickkopf-related protein 3","DKK3","OID20264","Cardiometabolic",3.27588463886981,TRUE
"MS","Q9UBQ0","VPS29","Vacuolar protein sorting-associated protein 29",NA,NA,NA,9.85720893026127,TRUE
"MS","Q9UBQ6","EXTL2","Exostosin-like 2",NA,NA,NA,2.29311639275133,TRUE
"MS","Q9UBQ7","GRHPR","Glyoxylate reductase/hydroxypyruvate reductase","GRHPR","OID30289","Cardiometabolic II",10.4716233802963,TRUE
"MS","Q9UBR1","UPB1","Beta-ureidopropionase","UPB1","OID30352","Cardiometabolic II",NA,FALSE
"MS","Q9UBR2","CTSZ","Cathepsin Z","CTSZ","OID20365","Cardiometabolic",5.58385733084793,TRUE
"MS","Q9UBW5","BIN2","Bridging integrator 2","BIN2","OID21067","Neurology",8.4077116179534,TRUE
"MS","Q9UBW8","COPS7A","COP9 signalosome complex subunit 7a",NA,NA,NA,NA,FALSE
"MS","Q9UBX1","CTSF","Cathepsin F","CTSF","OID21500","Oncology",3.94098903471568,TRUE
"MS","Q9UBX5","FBLN5","Fibulin-5",NA,NA,NA,5.09238703976965,TRUE
"MS","Q9UC07","ZNF69","Zinc finger protein 69",NA,NA,NA,NA,FALSE
"MS","Q9UDX3","SEC14L4","SEC14-like protein 4",NA,NA,NA,10.1957936338778,TRUE
"MS","Q9UDY2","TJP2","Tight junction protein ZO-2",NA,NA,NA,10.2235680836141,TRUE
"MS","Q9UEW3","MARCO","Macrophage receptor MARCO","MARCO","OID20210","Cardiometabolic",21.3717035060126,TRUE
"MS","Q9UEY8","ADD3","Gamma-adducin",NA,NA,NA,NA,FALSE
"MS","Q9UFP1","GASK1A","Golgi-associated kinase 1A","GASK1A","OID30109","Cardiometabolic II",5.45081081572417,TRUE
"MS","Q9UGI8","TES","Testin",NA,NA,NA,NA,FALSE
"MS","Q9UGM3","DMBT1","Deleted in malignant brain tumors 1 protein",NA,NA,NA,25.4738707951842,TRUE
"MS","Q9UGM5","FETUB","Fetuin-B","FETUB","OID20404","Cardiometabolic",1.83753003640598,TRUE
"MS","Q9UGT4","SUSD2","Sushi domain-containing protein 2","SUSD2","OID21098","Neurology",5.24804820709248,TRUE
"MS","Q9UHB6","LIMA1","LIM domain and actin-binding protein 1",NA,NA,NA,NA,FALSE
"MS","Q9UHD4","CIDEB","Cell death activator CIDE-B",NA,NA,NA,34.4214151358191,TRUE
"MS","Q9UHG2","PCSK1N","ProSAAS",NA,NA,NA,NA,FALSE
"MS","Q9UHG3","PCYOX1","Prenylcysteine oxidase 1",NA,NA,NA,3.85587852911779,TRUE
"MS","Q9UHI8","ADAMTS1","A disintegrin and metalloproteinase with thrombospondin motifs 1","ADAMTS1","OID30528","Inflammation II",4.26650945133578,TRUE
"MS","Q9UHL4","DPP7","Dipeptidyl peptidase 2","DPP7","OID20142","Cardiometabolic",11.5215643215251,TRUE
"MS","Q9UHN6","CEMIP2","Cell surface hyaluronidase","CEMIP2","OID30499","Inflammation II",NA,FALSE
"MS","Q9UHV9","PFDN2","Prefoldin subunit 2","PFDN2","OID20892","Neurology",2.41241343463015,TRUE
"MS","Q9UHY1","NRBP1","Nuclear receptor-binding protein",NA,NA,NA,NA,FALSE
"MS","Q9UHY7","ENOPH1","Enolase-phosphatase E1","ENOPH1","OID31349","Oncology II",2.77837141149117,TRUE
"MS","Q9UI42","CPA4","Carboxypeptidase A4","CPA4","OID30606","Inflammation II",NA,FALSE
"MS","Q9UIA9","XPO7","Exportin-7",NA,NA,NA,9.802280415357,TRUE
"MS","Q9UIB8","CD84","SLAM family member 5","CD84","OID20607","Inflammation",7.53343168716366,TRUE
"MS","Q9UIQ6","LNPEP","Leucyl-cystinyl aminopeptidase",NA,NA,NA,18.3497671489997,TRUE
"MS","Q9UIW2","PLXNA1","Plexin-A1",NA,NA,NA,6.92788274833168,TRUE
"MS","Q9UJ14","GGT7","Glutathione hydrolase 7",NA,NA,NA,8.64610393442662,TRUE
"MS","Q9UJ70","NAGK","N-acetyl-D-glucosamine kinase","NAGK","OID30271","Cardiometabolic II",NA,FALSE
"MS","Q9UJA9","ENPP5","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5","ENPP5","OID20736","Inflammation",10.3822647509686,TRUE
"MS","Q9UJC5","SH3BGRL2","SH3 domain-binding glutamic acid-rich-like protein 2","SH3BGRL2","OID30863","Neurology II",9.27643896458716,TRUE
"MS","Q9UJJ9","GNPTG","N-acetylglucosamine-1-phosphotransferase subunit gamma",NA,NA,NA,3.84995487689276,TRUE
"MS","Q9UJU6","DBNL","Drebrin-like protein","DBNL","OID20681","Inflammation",6.5230023414018,TRUE
"MS","Q9UJW2","TINAG","Tubulointerstitial nephritis antigen",NA,NA,NA,5.40144976805212,TRUE
"MS","Q9UK05","GDF2","Growth/differentiation factor 2","GDF2","OID20202","Cardiometabolic",6.31763754136476,TRUE
"MS","Q9UK23","NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","NAGPA","OID30643","Inflammation II",6.26483657369199,TRUE
"MS","Q9UK55","SERPINA10","Protein Z-dependent protease inhibitor",NA,NA,NA,3.25705639655475,TRUE
"MS","Q9UKG1","APPL1","DCC-interacting protein 13-alpha",NA,NA,NA,NA,FALSE
"MS","Q9UKJ1","PILRA","Paired immunoglobulin-like type 2 receptor alpha","PILRA","OID21129","Neurology",20.6400551775085,TRUE
"MS","Q9UKK9","NUDT5","ADP-sugar pyrophosphatase","NUDT5","OID21115","Neurology",3.35092492241832,TRUE
"MS","Q9UKM7","MAN1B1","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",NA,NA,NA,5.58285765570592,TRUE
"MS","Q9UKU6","TRHDE","Thyrotropin-releasing hormone-degrading ectoenzyme",NA,NA,NA,3.18955316907462,TRUE
"MS","Q9UKU9","ANGPTL2","Angiopoietin-related protein 2","ANGPTL2","OID20726","Inflammation",16.0832600171516,TRUE
"MS","Q9UKX5","ITGA11","Integrin alpha-11","ITGA11","OID20581","Inflammation",10.2183535397283,TRUE
"MS","Q9UKY3","CES1P1","Putative inactive carboxylesterase 4",NA,NA,NA,13.8641615921441,TRUE
"MS","Q9UKY7","CDV3","Protein CDV3 homolog",NA,NA,NA,16.9958976830972,TRUE
"MS","Q9UKZ9","PCOLCE2","Procollagen C-endopeptidase enhancer 2",NA,NA,NA,7.15354188547388,TRUE
"MS","Q9UL46","PSME2","Proteasome activator complex subunit 2","PSME2","OID20989","Neurology",6.04917279808671,TRUE
"MS","Q9ULA0","DNPEP","Aspartyl aminopeptidase","DNPEP","OID31118","Neurology II",13.5641219771876,TRUE
"MS","Q9ULB1","NRXN1","Neurexin-1",NA,NA,NA,11.7482777125684,TRUE
"MS","Q9ULC0","EMCN","Endomucin",NA,NA,NA,NA,FALSE
"MS","Q9ULC4","MCTS1","Malignant T-cell-amplified sequence 1","MCTS1","OID31444","Oncology II",NA,FALSE
"MS","Q9ULE3","DENND2A","DENN domain-containing protein 2A",NA,NA,NA,NA,FALSE
"MS","Q9ULF5","SLC39A10","Zinc transporter ZIP10",NA,NA,NA,NA,FALSE
"MS","Q9ULI1","NWD2","NACHT and WD repeat domain-containing protein 2",NA,NA,NA,NA,FALSE
"MS","Q9ULI3","HEG1","Protein HEG homolog 1","HEG1","OID30579","Inflammation II",10.1760210249606,TRUE
"MS","Q9ULV4","CORO1C","Coronin-1C",NA,NA,NA,5.0889975639338,TRUE
"MS","Q9ULZ3","PYCARD","Apoptosis-associated speck-like protein containing a CARD",NA,NA,NA,24.4143400880517,TRUE
"MS","Q9UM47","NOTCH3","Neurogenic locus notch homolog protein 3","NOTCH3","OID20253","Cardiometabolic",1.86447048337811,TRUE
"MS","Q9UMF0","ICAM5","Intercellular adhesion molecule 5","ICAM5","OID20145","Cardiometabolic",3.8853190341808,TRUE
"MS","Q9UMX0","UBQLN1","Ubiquilin-1",NA,NA,NA,NA,FALSE
"MS","Q9UMX5","NENF","Neudesin","NENF","OID31354","Oncology II",5.38172177644282,TRUE
"MS","Q9UMY4","SNX12","Sorting nexin-12",NA,NA,NA,NA,FALSE
"MS","Q9UN19","DAPP1","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide","DAPP1","OID20524","Inflammation",4.35136184699031,TRUE
"MS","Q9UN70","PCDHGC3","Protocadherin gamma-C3",NA,NA,NA,3.41584354076327,TRUE
"MS","Q9UNF0","PACSIN2","Protein kinase C and casein kinase substrate in neurons protein 2",NA,NA,NA,15.2879801425396,TRUE
"MS","Q9UNH7","SNX6","Sorting nexin-6",NA,NA,NA,18.8157932293336,TRUE
"MS","Q9UNM6","PSMD13","26S proteasome non-ATPase regulatory subunit 13",NA,NA,NA,8.3381305772163,TRUE
"MS","Q9UNN5","FAF1","FAS-associated factor 1",NA,NA,NA,4.57362590365845,TRUE
"MS","Q9UNN8","PROCR","Endothelial protein C receptor","PROCR","OID30149","Cardiometabolic II",5.53116716899136,TRUE
"MS","Q9UNS2","COPS3","COP9 signalosome complex subunit 3",NA,NA,NA,NA,FALSE
"MS","Q9UNW1","MINPP1","Multiple inositol polyphosphate phosphatase 1",NA,NA,NA,2.44562168650219,TRUE
"MS","Q9UNZ2","NSFL1C","NSFL1 cofactor p47","NSFL1C","OID21022","Neurology",8.04787185702189,TRUE
"MS","Q9UP79","ADAMTS8","A disintegrin and metalloproteinase with thrombospondin motifs 8","ADAMTS8","OID21502","Oncology",10.1398555545538,TRUE
"MS","Q9UPZ6","THSD7A","Thrombospondin type-1 domain-containing protein 7A",NA,NA,NA,NA,FALSE
"MS","Q9UQ52","CNTN6","Contactin-6",NA,NA,NA,NA,FALSE
"MS","Q9UQ53","MGAT4B","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",NA,NA,NA,NA,FALSE
"MS","Q9UQ80","PA2G4","Proliferation-associated protein 2G4",NA,NA,NA,6.9165650526926,TRUE
"MS","Q9UQC9","CLCA2","Calcium-activated chloride channel regulator 2",NA,NA,NA,NA,FALSE
"MS","Q9UQP3","TNN","Tenascin-N","TNN","OID30412","Cardiometabolic II",3.4030934564237,TRUE
"MS","Q9Y219","JAG2","Protein jagged-2",NA,NA,NA,NA,FALSE
"MS","Q9Y240","CLEC11A","C-type lectin domain family 11 member A","CLEC11A","OID21112","Neurology",17.8891658087901,TRUE
"MS","Q9Y251","HPSE","Heparanase","HPSE","OID30409","Cardiometabolic II",13.1376494851692,TRUE
"MS","Q9Y263","PLAA","Phospholipase A-2-activating protein",NA,NA,NA,NA,FALSE
"MS","Q9Y266","NUDC","Nuclear migration protein nudC","NUDC","OID20623","Inflammation",NA,FALSE
"MS","Q9Y274","ST3GAL6","Type 2 lactosamine alpha-2,3-sialyltransferase",NA,NA,NA,3.5870366085113,TRUE
"MS","Q9Y275","TNFSF13B","Tumor necrosis factor ligand superfamily member 13B","TNFSF13B","OID20272","Cardiometabolic",17.5439632384927,TRUE
"MS","Q9Y279","VSIG4","V-set and immunoglobulin domain-containing protein 4","VSIG4","OID21144","Neurology",7.06505658665714,TRUE
"MS","Q9Y286","SIGLEC7","Sialic acid-binding Ig-like lectin 7","SIGLEC7","OID20190","Cardiometabolic",20.7130589646387,TRUE
"MS","Q9Y287","ITM2B","Integral membrane protein 2B",NA,NA,NA,4.93975848147067,TRUE
"MS","Q9Y2B0","CNPY2","Protein canopy homolog 2","CNPY2","OID20069","Cardiometabolic",3.30235102646838,TRUE
"MS","Q9Y2E5","MAN2B2","Epididymis-specific alpha-mannosidase","MAN2B2","OID30306","Cardiometabolic II",5.70633538192351,TRUE
"MS","Q9Y2G1","MYRF","Myelin regulatory factor",NA,NA,NA,14.6568580289643,TRUE
"MS","Q9Y2I7","PIKFYVE","1-phosphatidylinositol 3-phosphate 5-kinase","PIKFYVE","OID30465","Inflammation II",NA,FALSE
"MS","Q9Y2K7","KDM2A","Lysine-specific demethylase 2A",NA,NA,NA,NA,FALSE
"MS","Q9Y2S2","CRYL1","Lambda-crystallin homolog",NA,NA,NA,7.51843243037563,TRUE
"MS","Q9Y2T3","GDA","Guanine deaminase",NA,NA,NA,NA,FALSE
"MS","Q9Y2V2","CARHSP1","Calcium-regulated heat-stable protein 1","CARHSP1","OID20859","Neurology",27.3260648228271,TRUE
"MS","Q9Y2Y8","PRG3","Proteoglycan 3","PRG3","OID30383","Cardiometabolic II",10.2125259336289,TRUE
"MS","Q9Y2Z0","SUGT1","Protein SGT1 homolog","SUGT1","OID21229","Oncology",10.5065038418876,TRUE
"MS","Q9Y315","DERA","Deoxyribose-phosphate aldolase",NA,NA,NA,NA,FALSE
"MS","Q9Y376","CAB39","Calcium-binding protein 39",NA,NA,NA,8.70013371591904,TRUE
"MS","Q9Y3B8","REXO2","Oligoribonuclease, mitochondrial","REXO2","OID30075","Cardiometabolic II",7.91762725991804,TRUE
"MS","Q9Y3C6","PPIL1","Peptidyl-prolyl cis-trans isomerase-like 1",NA,NA,NA,NA,FALSE
"MS","Q9Y3C8","UFC1","Ubiquitin-fold modifier-conjugating enzyme 1",NA,NA,NA,10.0510270599755,TRUE
"MS","Q9Y3E7","CHMP3","Charged multivesicular body protein 3",NA,NA,NA,NA,FALSE
"MS","Q9Y3F4","STRAP","Serine-threonine kinase receptor-associated protein",NA,NA,NA,23.7803488287599,TRUE
"MS","Q9Y3I1","FBXO7","F-box only protein 7",NA,NA,NA,10.8170469338385,TRUE
"MS","Q9Y3Z3","SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1",NA,NA,NA,NA,FALSE
"MS","Q9Y490","TLN1","Talin-1",NA,NA,NA,2.74796563168038,TRUE
"MS","Q9Y4C0","NRXN3","Neurexin-3","NRXN3","OID30901","Neurology II",5.72372384140589,TRUE
"MS","Q9Y4D7","PLXND1","Plexin-D1",NA,NA,NA,3.67033269194192,TRUE
"MS","Q9Y4E8","USP15","Ubiquitin carboxyl-terminal hydrolase 15",NA,NA,NA,4.68889355941365,TRUE
"MS","Q9Y4K1","CRYBG1","Beta/gamma crystallin domain-containing protein 1",NA,NA,NA,NA,FALSE
"MS","Q9Y4L1","HYOU1","Hypoxia up-regulated protein 1","HYOU1","OID20300","Cardiometabolic",2.05588175012468,TRUE
"MS","Q9Y5C1","ANGPTL3","Angiopoietin-related protein 3","ANGPTL3","OID20407","Cardiometabolic",4.47883092224127,TRUE
"MS","Q9Y5L0","TNPO3","Transportin-3",NA,NA,NA,NA,FALSE
"MS","Q9Y5Q9","GTF3C3","General transcription factor 3C polypeptide 3",NA,NA,NA,NA,FALSE
"MS","Q9Y5X9","LIPG","Endothelial lipase",NA,NA,NA,19.0053939657077,TRUE
"MS","Q9Y5Y6","ST14","Suppressor of tumorigenicity 14 protein",NA,NA,NA,7.96113166063877,TRUE
"MS","Q9Y5Y7","LYVE1","Lymphatic vessel endothelial hyaluronic acid receptor 1","LYVE1","OID30728","Inflammation II",2.23192367050152,TRUE
"MS","Q9Y5Z4","HEBP2","Heme-binding protein 2",NA,NA,NA,3.49799001177602,TRUE
"MS","Q9Y613","FHOD1","FH1/FH2 domain-containing protein 1",NA,NA,NA,NA,FALSE
"MS","Q9Y617","PSAT1","Phosphoserine aminotransferase",NA,NA,NA,5.80267948269468,TRUE
"MS","Q9Y625","GPC6","Glypican-6",NA,NA,NA,47.2770086686268,TRUE
"MS","Q9Y639","NPTN","Neuroplastin","NPTN","OID21235","Oncology",1.3864463591384,TRUE
"MS","Q9Y644","RFNG","Beta-1,3-N-acetylglucosaminyltransferase radical fringe",NA,NA,NA,24.5690543246577,TRUE
"MS","Q9Y646","CPQ","Carboxypeptidase Q","CPQ","OID30406","Cardiometabolic II",3.1660129139398,TRUE
"MS","Q9Y696","CLIC4","Chloride intracellular channel protein 4",NA,NA,NA,10.1255847955244,TRUE
"MS","Q9Y6C2","EMILIN1","EMILIN-1",NA,NA,NA,6.13365608189574,TRUE
"MS","Q9Y6E0","STK24","Serine/threonine-protein kinase 24","STK24","OID20837","Neurology",20.7454999505055,TRUE
"MS","Q9Y6N7","ROBO1","Roundabout homolog 1","ROBO1","OID20734","Inflammation",4.98802390418161,TRUE
"MS","Q9Y6R7","FCGBP","IgGFc-binding protein",NA,NA,NA,1.2593016411551,TRUE
"MS","Q9Y6W5","WASF2","Actin-binding protein WASF2",NA,NA,NA,NA,FALSE
"MS","Q9Y6Y9","LY96","Lymphocyte antigen 96","LY96","OID20945","Neurology",NA,FALSE
"MS","Q9Y6Z7","COLEC10","Collectin-10",NA,NA,NA,5.2275718257678,TRUE
"Olink","A0FGR8",NA,NA,"ESYT2","OID31134","Neurology II",38.4333631855057,TRUE
"Olink","A1E959",NA,NA,"ODAM","OID20793","Neurology",34.6065494156698,TRUE
"Olink","A1KZ92",NA,NA,"PXDNL","OID31405","Oncology II",25.2176076312057,TRUE
"Olink","A1L4H1","SSC5D","Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D","SSC5D","OID20351","Cardiometabolic",2.02444044232657,TRUE
"Olink","A2VDF0","FUOM","Fucose mutarotase","FUOM","OID30626","Inflammation II",4.59493199827322,TRUE
"Olink","A4D1B5",NA,NA,"GSAP","OID21173","Oncology",NA,FALSE
"Olink","A6BM72",NA,NA,"MEGF11","OID30099","Cardiometabolic II",8.09051979664621,TRUE
"Olink","A6NC86",NA,NA,"PINLYP","OID30651","Inflammation II",6.19134989383896,TRUE
"Olink","A6NCE7",NA,NA,"MAP1LC3B2","OID30074","Cardiometabolic II",1.11752917245062,TRUE
"Olink","A6NDB9",NA,NA,"PALM3","OID30182","Cardiometabolic II",7.15521471153442,TRUE
"Olink","A6NFN3",NA,NA,"RBFOX3","OID30984","Neurology II",1.39693599781691,TRUE
"Olink","A6NGG8",NA,NA,"PCARE","OID30838","Neurology II",28.1954446285026,TRUE
"Olink","A6NGN9",NA,NA,"IGLON5","OID31169","Oncology II",11.8039069013925,TRUE
"Olink","A6NHS7",NA,NA,"MANSC4","OID30141","Cardiometabolic II",5.17923120890181,TRUE
"Olink","A6NI73","LILRA5","Leukocyte immunoglobulin-like receptor subfamily A member 5","LILRA5","OID20209","Cardiometabolic",0.166644000082715,TRUE
"Olink","A6NLU5",NA,NA,"VSTM2B","OID31272","Oncology II",6.66824896730102,TRUE
"Olink","A6NM11",NA,NA,"LRRC37A2","OID31440","Oncology II",8.30726279927367,TRUE
"Olink","A7E2Y1",NA,NA,"MYH7B","OID31178","Oncology II",8.78036048550238,TRUE
"Olink","A8MTB9",NA,NA,"CEACAM18","OID31251","Oncology II",18.4607680098566,TRUE
"Olink","A8MVW0",NA,NA,"FAM171A2","OID31005","Neurology II",20.8256784418891,TRUE
"Olink","A8MVW5","HEPACAM2","HEPACAM family member 2","HEPACAM2","OID31151","Neurology II",10.3793182077344,TRUE
"Olink","A8MVZ5",NA,NA,"BTNL10","OID31196","Oncology II",4.31023442991907,TRUE
"Olink","A8MYV0",NA,NA,"DCDC2C","OID31235","Oncology II",0.186249208775106,TRUE
"Olink","B0FP48",NA,NA,"UPK3BL1","OID31281","Oncology II",15.8060438620509,TRUE
"Olink","B1AKI9",NA,NA,"ISM1","OID20538","Inflammation",NA,FALSE
"Olink","B2RUY7",NA,NA,"VWC2L","OID31002","Neurology II",2.44120636841077,TRUE
"Olink","B6A8C7",NA,NA,"TARM1","OID30937","Neurology II",1.82833420407064,TRUE
"Olink","B6SEH8",NA,NA,"ERVV-1","OID30094","Cardiometabolic II",22.9526344628892,TRUE
"Olink","E2RYF7",NA,NA,"HCG22","OID30088","Cardiometabolic II",19.3514316539439,TRUE
"Olink","I3L3R5",NA,NA,"CCER2","OID30221","Cardiometabolic II",3.09345412629633,TRUE
"Olink","NTproBNP",NA,NA,"NTproBNP","OID20125","Cardiometabolic",25.9011089013627,TRUE
"Olink","O00148",NA,NA,"DDX39A","OID30494","Inflammation II",2.14210971635896,TRUE
"Olink","O00161","SNAP23","Synaptosomal-associated protein 23","SNAP23","OID20218","Cardiometabolic",14.8933102398914,TRUE
"Olink","O00175",NA,NA,"CCL24","OID20772","Inflammation",NA,FALSE
"Olink","O00182",NA,NA,"LGALS9","OID20781","Inflammation",NA,FALSE
"Olink","O00186",NA,NA,"STXBP3","OID21240","Oncology",NA,FALSE
"Olink","O00194","RAB27B","Ras-related protein Rab-27B","RAB27B","OID30354","Cardiometabolic II",8.0067934254386,TRUE
"Olink","O00203",NA,NA,"AP3B1","OID31478","Oncology II",12.9689420599565,TRUE
"Olink","O00206",NA,NA,"TLR4","OID30428","Inflammation II",5.92103765906684,TRUE
"Olink","O00214",NA,NA,"LGALS8","OID21041","Neurology",11.41279932648,TRUE
"Olink","O00220",NA,NA,"TNFRSF10A","OID20967","Neurology",3.98142452193992,TRUE
"Olink","O00221",NA,NA,"NFKBIE","OID21212","Oncology",NA,FALSE
"Olink","O00233","PSMD9","26S proteasome non-ATPase regulatory subunit 9","PSMD9","OID21304","Oncology",NA,FALSE
"Olink","O00241","SIRPB1","Signal-regulatory protein beta-1","SIRPB1","OID20739","Inflammation",NA,FALSE
"Olink","O00244","ATOX1","Copper transport protein ATOX1","ATOX1","OID21476","Oncology",NA,FALSE
"Olink","O00253",NA,NA,"AGRP","OID20658","Inflammation",NA,FALSE
"Olink","O00273",NA,NA,"DFFA","OID20620","Inflammation",NA,FALSE
"Olink","O00291",NA,NA,"HIP1","OID30071","Cardiometabolic II",7.37664546351956,TRUE
"Olink","O00292",NA,NA,"LEFTY2","OID21454","Oncology",NA,FALSE
"Olink","O00300",NA,NA,"TNFRSF11B","OID20735","Inflammation",NA,FALSE
"Olink","O00308",NA,NA,"WWP2","OID20926","Neurology",3.23079318386152,TRUE
"Olink","O00327",NA,NA,"ARNTL","OID30168","Cardiometabolic II",18.953635731473,TRUE
"Olink","O00337",NA,NA,"SLC28A1","OID31220","Oncology II",13.7984271253497,TRUE
"Olink","O00339","MATN2","Matrilin-2","MATN2","OID20767","Inflammation",NA,FALSE
"Olink","O00391","QSOX1","Sulfhydryl oxidase 1","QSOX1","OID30729","Inflammation II",1.71557796350838,TRUE
"Olink","O00399",NA,NA,"DCTN6","OID20879","Neurology",12.2497984669162,TRUE
"Olink","O00401",NA,NA,"WASL","OID30467","Inflammation II",17.5120530293585,TRUE
"Olink","O00422",NA,NA,"SAP18","OID31323","Oncology II",8.80500886878261,TRUE
"Olink","O00425",NA,NA,"IGF2BP3","OID30112","Cardiometabolic II",1.94109393031831,TRUE
"Olink","O00451","GFRA2","GDNF family receptor alpha-2","GFRA2","OID21330","Oncology",NA,FALSE
"Olink","O00468",NA,NA,"AGRN","OID20786","Inflammation",NA,FALSE
"Olink","O00533",NA,NA,"CHL1","OID20366","Cardiometabolic",3.63796053821434,TRUE
"Olink","O00534",NA,NA,"VWA5A","OID31198","Oncology II",14.6840905552119,TRUE
"Olink","O00548",NA,NA,"DLL1","OID21525","Oncology",NA,FALSE
"Olink","O00559",NA,NA,"EBAG9","OID20918","Neurology",5.95052307206151,TRUE
"Olink","O00567",NA,NA,"NOP56","OID30055","Cardiometabolic II",8.2629243240348,TRUE
"Olink","O00584","RNASET2","Ribonuclease T2","RNASET2","OID20321","Cardiometabolic",4.44275934101491,TRUE
"Olink","O00585","CCL21","C-C motif chemokine 21","CCL21","OID20686","Inflammation",NA,FALSE
"Olink","O00592","PODXL","Podocalyxin","PODXL","OID21358","Oncology",NA,FALSE
"Olink","O00602","FCN1","Ficolin-1","FCN1","OID30690","Inflammation II",0.264670162240391,TRUE
"Olink","O00622",NA,NA,"CCN1","OID21368","Oncology",NA,FALSE
"Olink","O00626",NA,NA,"CCL22","OID20765","Inflammation",NA,FALSE
"Olink","O00748","CES2","Cocaine esterase","CES2","OID21366","Oncology",NA,FALSE
"Olink","O14503",NA,NA,"BHLHE40","OID30873","Neurology II",35.1298971279927,TRUE
"Olink","O14523",NA,NA,"C2CD2L","OID20864","Neurology",1.38222999628422,TRUE
"Olink","O14530",NA,NA,"TXNDC9","OID31121","Neurology II",8.58320180337694,TRUE
"Olink","O14558",NA,NA,"HSPB6","OID21408","Oncology",NA,FALSE
"Olink","O14578",NA,NA,"CIT","OID30970","Neurology II",3.30927672023333,TRUE
"Olink","O14579","COPE","Coatomer subunit epsilon","COPE","OID20797","Neurology",20.1281620696188,TRUE
"Olink","O14594","NCAN","Neurocan core protein","NCAN","OID21055","Neurology",1.15674330114485,TRUE
"Olink","O14618","CCS","Copper chaperone for superoxide dismutase","CCS","OID20973","Neurology",1.66655454387461,TRUE
"Olink","O14625",NA,NA,"CXCL11","OID21042","Neurology",1.04400336871986,TRUE
"Olink","O14662",NA,NA,"STX16","OID21170","Oncology",NA,FALSE
"Olink","O14713",NA,NA,"ITGB1BP1","OID21268","Oncology",NA,FALSE
"Olink","O14717",NA,NA,"TRDMT1","OID31335","Oncology II",9.73238554399872,TRUE
"Olink","O14737","PDCD5","Programmed cell death protein 5","PDCD5","OID21021","Neurology",0.00490129070097574,TRUE
"Olink","O14745","SLC9A3R1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1","SLC9A3R1","OID30630","Inflammation II",14.7837071411089,TRUE
"Olink","O14763",NA,NA,"TNFRSF10B","OID20981","Neurology",8.06589352014912,TRUE
"Olink","O14773","TPP1","Tripeptidyl-peptidase 1","TPP1","OID20750","Inflammation",NA,FALSE
"Olink","O14786","NRP1","Neuropilin-1","NRP1","OID20390","Cardiometabolic",1.87735973106971,TRUE
"Olink","O14788",NA,NA,"TNFSF11","OID20592","Inflammation",NA,FALSE
"Olink","O14791","APOL1","Apolipoprotein L1","APOL1","OID30708","Inflammation II",6.27491448713004,TRUE
"Olink","O14793","MSTN","Growth/differentiation factor 8","MSTN","OID20115","Cardiometabolic",9.22908753602411,TRUE
