"UniProt","Gene.Name","Description","OlinkID","Assay","Panel","N","Correlation_Spearman","Correlation_Pearson","P.value_Spearman","P.value_Pearson","Adj.p.value_Spearman","Adj.p.value_Pearson","Cor.interval_Spearman","Cor.interval_Pearson","N.cleanData","Correlation_Spearman.cleanData","Correlation_Pearson.cleanData","P.value_Spearman.cleanData","P.value_Pearson.cleanData","Adj.p.value_Spearman.cleanData","Adj.p.value_Pearson.cleanData","Cor.interval_Spearman.cleanData","Cor.interval_Pearson.cleanData","No.missing.or.QCwarn","N.Missing.MS","Perc.Missing.MS","N.below.LOD","Perc.below.LOD","N.Missing.values","Perc.Missing.values","Median.Dist.LOD","Panel.type","Panel.version","N.sample.QC.warning","Assay.QC.warning","Blood.conc.ngmL","Sequence.coverage.MS","Protein.count.MS","min.PSMs","median.PSMs","max.PSMs","min.Unique.peptides","median.Unique.peptides","max.Unique.peptides","Abs.precursor.error","MSGF.score","Percolator.SVM.score","Precursor.ion.fraction","IQR.MS","IQR.Olink","IQR.Olink.cleanData","SD.MS","SD.Olink","SD.Olink.cleanData","CV.MS","CV.Olink","CV.Olink.cleanData","Range.MS","Range.Olink","Range.Olink.cleanData","Technical.CV.MS","Technical.CV.Olink","Length","Mass","UniProt.Isoforms","Isoform.N","Isoform.event"
"Q16820","MEP1B","Meprin A subunit beta","OID20168","MEP1B","Cardiometabolic",22,0.920948616600791,0.871638395856518,4.05466565648571e-06,1.27697277695452e-07,7.59157135351968e-06,2.46024277334754e-07,"Strong correlation","Strong correlation",22,0.920948616600791,0.871638395856518,4.05466565648571e-06,1.27697277695452e-07,7.7137541757533e-06,2.47441877954355e-07,"Strong correlation","Strong correlation",FALSE,66,75,1,1.13636363636364,66,75,3.3939,"Cardiometabolic","I",0,"PASS",0.22,0.0713266761768902,1,1,2,3,1,2,3,0.884365825,139.5,1.1195,0.589579642669216,0.603785085003955,1.93815,1.84355,0.687910178289474,1.49114088275885,1.45648062560726,50.5254298608522,138.21693520086,133.078290840928,3.01274206524344,7.6273,7.1879,NA,8.65220163596139,701,79571,"ALTERNATIVE PRODUCTS:",NA,NA
"P21589","NT5E","5'-nucleotidase","OID21498","NT5E","Oncology",76,0.777361585782638,0.883993447413111,0,3.81605316675521e-26,0,3.91665820478784e-25,"Strong correlation","Strong correlation",76,0.777361585782638,0.883993447413111,0,3.81605316675521e-26,0,3.81255220054718e-25,"Strong correlation","Strong correlation",FALSE,12,13.6363636363636,0,0,12,13.64,7.0017,"Oncology","I",0,"PASS",2,0.287456445993031,2,1,4,9,1,4,8,2.181148,148,1.927,0.441807127932765,0.340586797617405,0.671075,0.671075,0.404084298019977,0.73680773534194,0.73680773534194,28.5674026195236,54.5901398824039,54.5901398824039,2.50199563474353,4.0309,4.0309,9.74262231891105,NA,574,63368,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P21589-1; Sequence=Displayed; Name=2; IsoId=P21589-2; Sequence=VSP_043076;",2,"Alternative splicing"
"Q04760","GLO1","Lactoylglutathione lyase","OID20107","GLO1","Cardiometabolic",88,0.739512521573738,0.744943726362717,0,8.69722943433843e-17,0,3.46967209588979e-16,"Strong correlation","Strong correlation",86,0.748157931977924,0.754197780694724,0,5.16626200344858e-17,0,2.09147186682361e-16,"Strong correlation","Strong correlation",FALSE,0,0,0,0,0,0,7.4952,"Cardiometabolic","I",2,"PASS",1.7,0.614130434782609,2,2,4.5,8,2,4.5,6,1.143781,149,1.094,0.476640207437087,0.405745690068236,0.9501,0.9937,0.334870865368112,0.741944076795342,0.749278749461094,23.5276602239906,55.0230596189755,55.6433035087065,1.66411785094508,3.337,3.337,7.70357005539544,11.6900129760682,184,20778,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q04760-1; Sequence=Displayed; Name=2; IsoId=Q04760-2; Sequence=VSP_041632;",2,"Alternative splicing"
"P14543","NID1","Nidogen-1","OID20362","NID1","Cardiometabolic",88,0.759659751329647,0.792056799444234,0,3.95855371817662e-20,0,2.22348614319473e-19,"Strong correlation","Strong correlation",88,0.759659751329647,0.792056799444234,0,3.95855371817662e-20,0,2.19942091790528e-19,"Strong correlation","Strong correlation",TRUE,0,0,0,0,0,0,5.882,"Cardiometabolic","I",0,"PASS",180,0.669607056936648,2,41,56,59,29,34,39,1.0223844,140,1.654,0.491235561835999,0.304214673939551,0.63105,0.63105,0.207061184135314,0.457023651071204,0.457023651071204,14.4266173485466,32.4900875857538,32.4900875857538,1.01342504949887,2.3541,2.3541,1.87801968010113,8.35653062479382,1247,136377,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P14543-1; Sequence=Displayed; Name=2; IsoId=P14543-2; Sequence=VSP_017254;",2,"Alternative splicing"
"O76076","CCN5","CCN family member 5","OID21068","CCN5","Neurology",63,0.526209677419355,0.631406763783483,1.29184054656684e-05,2.88518551505586e-08,2.30365970297543e-05,5.80637156238514e-08,"Moderate correlation","Moderate correlation",63,0.526209677419355,0.631406763783483,1.29184054656684e-05,2.88518551505586e-08,2.3349678496169e-05,5.87283556242211e-08,"Moderate correlation","Moderate correlation",FALSE,25,28.4090909090909,0,0,25,28.41,5.9552,"Neurology","I",0,"PASS",0.89,0.34,2,4,4,6,4,4,5,1.497883,120.5,1.482,0.375181993832371,0.238947049017328,0.7041,0.7041,0.231731074779709,0.540754804567178,0.540754804567178,16.1665353938493,38.8381140489527,38.8381140489527,1.17664888448014,2.7431,2.7431,4.48339601707686,5.93578026916322,250,26825,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O76076-1; Sequence=Displayed; Name=2; IsoId=O76076-2; Sequence=VSP_056298, VSP_056299;",2,"Alternative splicing"
"P02771","AFP","Alpha-fetoprotein","OID20978","AFP","Neurology",14,0.0417582417582418,0.183214301168418,0.891518798508242,0.530689186807987,0.91100475549599,0.576658413769218,"No correlation","No correlation",13,0.0604395604395604,0.200585742496968,0.848988506886828,0.511129515655705,0.876271691418162,0.565670774948234,"No correlation","No correlation",FALSE,74,84.0909090909091,0,0,74,84.09,7.1143,"Neurology","I",1,"PASS",68,0.0344827586206897,1,1,1,1,1,1,1,1.0455831,81,1.806,0.065490506294281,0.292391415761476,1.2527,1.2708,0.314899071692003,0.848668214748188,0.85260204556999,22.0897136524831,64.3008326200995,64.6538407183301,1.14910923541954,3.8396,3.8396,NA,10.2064121473733,609,68678,"ALTERNATIVE PRODUCTS:",NA,NA
"P00995","SPINK1","Serine protease inhibitor Kazal-type 1","OID21097","SPINK1","Neurology",53,0.724076761812611,0.836802147123419,0,5.99473303564974e-15,0,2.0083245095693e-14,"Strong correlation","Strong correlation",53,0.724076761812611,0.836802147123419,0,5.99473303564974e-15,0,2.02020441356858e-14,"Strong correlation","Strong correlation",FALSE,35,39.7727272727273,0,0,35,39.77,3.3604,"Neurology","I",0,"PASS",18,0.126582278481013,1,1,1,3,1,1,1,2.1227555,167,1.466,0.412722704889946,0.698058078445918,0.89695,0.89695,0.686267555455491,0.934297032437951,0.934297032437951,50.3906027247981,72.1829301381295,72.1829301381295,4.17815689756802,5.321,5.321,3.78018647180207,5.64587705315016,79,8507,"ALTERNATIVE PRODUCTS:",NA,NA
"P00325","ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","OID30612","ADH1B","Inflammation II",88,0.79054982212673,0.880691784226656,0,1.20135410441692e-29,0,2.11926372482297e-28,"Strong correlation","Strong correlation",87,0.786633374644601,0.885155105170129,0,5.55345560346578e-30,0,1.06100230739899e-28,"Strong correlation","Strong correlation",FALSE,0,0,0,0,0,0,4.4535,"Inflammation","II",1,"PASS",30,0.210666666666667,3,1,2.5,5,1,2,3,1.1325477,136,1.832,0.520452575183918,0.679733234477755,1.221425,1.1632,0.689837091017239,1.0322102174835,1.0361373065822,50.6837298838938,81.7595490240229,82.1575508306058,4.42093229041216,5.6677,5.6677,12.032489013224,9.52510190328112,375,39835,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P00325-1; Sequence=Displayed; Name=2; IsoId=P00325-2; Sequence=VSP_054847;",2,"Alternative splicing"
"O60476","MAN1A2","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","OID30262","MAN1A2","Cardiometabolic II",33,0.0671791443850267,0.112248927003071,0.709436708979476,0.53398905145432,0.748054498996409,0.579686191434545,"No correlation","No correlation",32,0.0689149560117302,0.106309713538695,0.706953897643823,0.562523559691702,0.753617067359757,0.618775915660872,"No correlation","No correlation",FALSE,55,62.5,0,0,55,62.5,5.5011,"Cardiometabolic","II",1,"PASS",1.7,0.0639625585023401,1,1,1,1,1,1,1,1.2500516,98,1.615,0.677427548485422,0.392006167805066,0.388325,0.39085,0.267846523783677,0.323125956009371,0.324603240095278,18.7268442920582,22.6812294563749,22.7875655923665,1.07489435135147,1.6817,1.6817,NA,1.92148328335257,641,73004,"ALTERNATIVE PRODUCTS:",NA,NA
"Q99523","SORT1","Sortilin","OID20213","SORT1","Cardiometabolic",62,0.465991790687719,0.44689885250074,0.000160492067489665,0.000271325077217935,0.000267644821559574,0.000427232931909412,"Weak correlation","Weak correlation",62,0.465991790687719,0.44689885250074,0.000160492067489665,0.000271325077217935,0.000271716802633665,0.000432610555037088,"Weak correlation","Weak correlation",FALSE,26,29.5454545454545,0,0,26,29.55,6.962,"Cardiometabolic","I",0,"PASS",0.04,0.0746089049338147,2,1,2,3,1,1.5,3,1.7386736,124,1.3725,0.425837470988961,0.350459238546505,0.47875,0.47875,0.287330329300718,0.400380775148373,0.400380775148373,20.1153597038106,28.2953171967282,28.2953171967282,1.55409086349467,2.124,2.124,7.85154442868614,6.8895667408604,831,92068,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q99523-1; Sequence=Displayed; Name=2; IsoId=Q99523-2; Sequence=VSP_046239, VSP_046240;",2,"Alternative splicing"
"Q14914","PTGR1","Prostaglandin reductase 1","OID30297","PTGR1","Cardiometabolic II",50,0.779495798319328,0.820940835738841,0,2.88173348994878e-13,0,8.58437232230124e-13,"Strong correlation","Strong correlation",49,0.776020408163265,0.823068063711359,0,3.94760021640644e-13,0,1.17457285127503e-12,"Strong correlation","Strong correlation",FALSE,38,43.1818181818182,0,0,38,43.18,4.6691,"Cardiometabolic","II",1,"PASS",2,0.188449848024316,2,1,2,3,1,2,2,1.2132573,169,1.421,0.467849646406602,0.501876567016745,1.19375,1.196,0.561368396831969,0.961313145827983,0.965779627293439,40.4314795496802,74.7614100392421,75.1922203956466,3.21656839252637,5.3486,5.3486,11.2505043794106,3.46134732776357,329,35870,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q14914-1; Sequence=Displayed; Name=2; IsoId=Q14914-2; Sequence=VSP_044652;",2,"Alternative splicing"
"Q92854","SEMA4D","Semaphorin-4D","OID21020","SEMA4D","Neurology",88,0.470501215173823,0.45873445971317,4.89477564855936e-06,6.95973716418349e-06,9.04451997908923e-06,1.21822376098654e-05,"Weak correlation","Weak correlation",88,0.470501215173823,0.45873445971317,4.89477564855936e-06,6.95973716418349e-06,9.16825901925698e-06,1.22244415674126e-05,"Weak correlation","Weak correlation",TRUE,0,0,0,0,0,0,3.8281,"Neurology","I",0,"PASS",6,0.140371229698376,2,4,6.5,8,4,5.5,7,0.85159814,117,1.786,0.43571191580564,0.271178748618982,0.412425,0.412425,0.213293146290959,0.317840805857804,0.317840805857804,14.8655114352585,22.3010973618319,22.3010973618319,1.29500487861268,1.4687,1.4687,6.91235061256011,4.34459163803547,862,96150,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q92854-1; Sequence=Displayed; Name=2; IsoId=Q92854-2; Sequence=VSP_039483, VSP_039484;",2,"Alternative splicing"
"P05413","FABP3","Fatty acid-binding protein, heart","OID30351","FABP3","Cardiometabolic II",18,0.775025799793602,0.876733614811569,0.000241003016039703,1.80800131589768e-06,0.000394909151101342,3.25037179243389e-06,"Strong correlation","Strong correlation",17,0.737745098039216,0.874898892533168,0.00106617728079017,4.30483424838147e-06,0.00168003692730572,7.66007270667878e-06,"Strong correlation","Strong correlation",FALSE,70,79.5454545454545,0,0,70,79.55,6.5712,"Cardiometabolic","II",1,"PASS",4.1,0.285714285714286,1,1,2,3,1,2,3,1.32862975,101,0.573,0.358049409708822,0.311916302068269,0.868475,0.85515,0.349270091926902,0.743000125771558,0.743617140085633,24.5686599007119,55.1122143953698,55.1643275574913,1.55337346324888,3.9797,3.9797,2.97609965772246,1.34791616622467,133,14858,"ALTERNATIVE PRODUCTS:",NA,NA
"O00161","SNAP23","Synaptosomal-associated protein 23","OID20218","SNAP23","Cardiometabolic",31,0.760887096774194,0.810021339335867,2.22071618312231e-06,3.3811270726629e-08,4.25668687732612e-06,6.72058532576834e-08,"Strong correlation","Strong correlation",31,0.760887096774194,0.810021339335867,2.22071618312231e-06,3.3811270726629e-08,4.30732161983936e-06,6.75605024244018e-08,"Strong correlation","Strong correlation",FALSE,57,64.7727272727273,0,0,57,64.77,6.623,"Cardiometabolic","I",0,"PASS",2.2,0.184834123222749,2,1,1,1,1,1,1,2.7114644,213,1.774,0.339660556190706,0.493919765497588,1.3569,1.3569,0.432590404627161,1.13187212388888,1.13187212388888,30.6716583175418,92.2294856451249,92.2294856451249,1.46950449505334,5.4609,5.4609,0.978235395312128,14.8933102398914,211,23354,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=SNAP-23a; IsoId=O00161-1; Sequence=Displayed; Name=SNAP-23b; IsoId=O00161-2; Sequence=VSP_006187, VSP_006188;",2,"Alternative splicing"
"Q9UP79","ADAMTS8","A disintegrin and metalloproteinase with thrombospondin motifs 8","OID21502","ADAMTS8","Oncology",28,0.72304324028462,0.787578717493668,2.34508669685003e-05,6.57580596914079e-07,4.13042571098859e-05,1.22106660183552e-06,"Strong correlation","Strong correlation",28,0.72304324028462,0.787578717493668,2.34508669685003e-05,6.57580596914079e-07,4.17074050970722e-05,1.22620765417711e-06,"Strong correlation","Strong correlation",FALSE,60,68.1818181818182,0,0,60,68.18,4.8623,"Oncology","I",0,"PASS",48,0.0494938132733408,1,2,2,2,2,2,2,1.98147005,115,0.8015,0.474306547284492,0.450289390123031,0.7588,0.7588,0.311069235535815,0.566478822989214,0.566478822989214,21.8147243597839,40.8285232477206,40.8285232477206,1.23474675824421,2.7801,2.7801,10.1398555545538,NA,889,96460,"ALTERNATIVE PRODUCTS:",NA,NA
"P78552","IL13RA1","Interleukin-13 receptor subunit alpha-1","OID21504","IL13RA1","Oncology",88,0.473180203150844,0.548193086500178,3.22971525042736e-06,3.22940354010868e-08,6.11803442572565e-06,6.43032909485486e-08,"Weak correlation","Moderate correlation",88,0.473180203150844,0.548193086500178,3.22971525042736e-06,3.22940354010868e-08,6.19832874071471e-06,6.47664908872625e-08,"Weak correlation","Moderate correlation",TRUE,0,0,0,0,0,0,3.3142,"Oncology","I",0,"PASS",11,0.292740046838407,2,4,6,9,3,5,6,1.1150973,126,1.1565,0.399003545261705,0.257299001799903,0.3544,0.3544,0.192129624361095,0.259976914694829,0.259976914694829,13.3766767071692,18.1675131304615,18.1675131304615,0.868302062805957,1.1233,1.1233,8.04592021099117,NA,427,48760,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P78552-1; Sequence=Displayed; Name=2; IsoId=P78552-2; Sequence=VSP_055587, VSP_055588;",2,"Alternative splicing"
"Q5VVQ6","YOD1","Ubiquitin thioesterase OTU1","OID30181","YOD1","Cardiometabolic II",36,0.238095238095238,0.307172098362148,0.161567806271842,0.0684051424860548,0.197200057600983,0.0854307587021635,"No correlation","Weak correlation",36,0.238095238095238,0.307172098362148,0.161567806271842,0.0684051424860548,0.201176789565395,0.0862189816751315,"No correlation","Weak correlation",FALSE,52,59.0909090909091,0,0,52,59.09,4.0805,"Cardiometabolic","II",2,"PASS",0.2,0.0775862068965517,1,1,1,1,1,1,1,1.10383149,68.5,0.7895,0.336570556445552,0.216213829472557,1.342475,1.344625,0.178058054716392,0.88740053462967,0.889398061207168,12.3891937241133,67.8136733254517,67.9971292438026,0.774288369834153,3.9041,3.9041,NA,11.5167390734522,348,38322,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q5VVQ6-1; Sequence=Displayed; Name=2; IsoId=Q5VVQ6-2; Sequence=VSP_024122;",2,"Alternative splicing"
"Q6UXB2","CXCL17","C-X-C motif chemokine 17","OID20622","CXCL17","Inflammation",14,0.745054945054945,0.805668251113257,0.00325139561995264,0.00050429558242311,0.00479220059389887,0.000777800153764606,"Strong correlation","Strong correlation",14,0.745054945054945,0.805668251113257,0.00325139561995264,0.00050429558242311,0.00491082160026043,0.000786787806960984,"Strong correlation","Strong correlation",FALSE,74,84.0909090909091,0,0,74,84.09,7.7141,"Inflammation","I",0,"PASS",0.08,0.0672268907563025,1,1,1,1,1,1,1,0.53795415,73,0.737,0.392457678101902,0.275728572968419,0.833275,0.833275,0.778838750683238,0.750190165953969,0.750190165953969,58.16790488584,55.7205445597966,55.7205445597966,3.09964372467613,4.6361,4.6361,NA,NA,119,13819,"ALTERNATIVE PRODUCTS:",NA,NA
"O95817","BAG3","BAG family molecular chaperone regulator 3","OID20972","BAG3","Neurology",8,0.30952380952381,0.429178154917237,0.461805555555556,0.288645615863606,0.51367337164751,0.330173151276607,"Weak correlation","Weak correlation",8,0.30952380952381,0.429178154917237,0.461805555555556,0.288645615863606,0.520424836601307,0.334043651089763,"Weak correlation","Weak correlation",FALSE,80,90.9090909090909,0,0,80,90.91,4.847,"Neurology","I",1,"PASS",0.27,0.0226086956521739,1,1,1,1,1,1,1,2.23697335,111.5,0.884,0.58124386162009,0.315909730992099,0.449,0.4516,0.404597647675689,0.339372398429558,0.340646865800786,28.60513970056,23.8527062511081,23.9447974176124,1.26865288404559,1.7037,1.7037,NA,1.00969162029054,575,61595,"ALTERNATIVE PRODUCTS:",NA,NA
"Q9Y266","NUDC","Nuclear migration protein nudC","OID20623","NUDC","Inflammation",22,0.103331451157538,0.349998796439842,0.646249419890467,0.110311334481775,0.688316599109752,0.133915587774112,"No correlation","Weak correlation",22,0.103331451157538,0.349998796439842,0.646249419890467,0.110311334481775,0.695960913728195,0.135280454111096,"No correlation","Weak correlation",FALSE,66,75,0,0,66,75,6.6592,"Inflammation","I",0,"PASS",0.17,0.181268882175227,1,1,1,1,1,1,1,0.4684239,109,0.851,0.372230796152401,0.322501580193466,0.982475,0.982475,0.466007611625144,0.714823883589992,0.714823883589992,33.1623399805964,52.7502134970685,52.7502134970685,1.97295693325022,3.2981,3.2981,NA,NA,331,38243,"ALTERNATIVE PRODUCTS:",NA,NA
"Q9BXJ0","C1QTNF5","Complement C1q tumor necrosis factor-related protein 5","OID30618","C1QTNF5","Inflammation II",63,0.135992703533026,0.0954288553737628,0.287117003801765,0.456891228279143,0.331786179418826,0.502758476342253,"No correlation","No correlation",62,0.128100526302536,0.0877506034890882,0.320219832913595,0.497646496066034,0.375596194996397,0.554127846846534,"No correlation","No correlation",FALSE,25,28.4090909090909,0,0,25,28.41,4.8243,"Inflammation","II",1,"PASS",1.1,0.0987654320987654,1,1,2,4,1,1.5,2,0.73560894,166,2.808,0.49746820499443,0.436165067588532,0.5784,0.5837,0.372714265646511,0.423033278289344,0.424735785037812,26.2717052057882,29.9641589123715,30.0900414209251,2.01062471333349,2.115,2.115,6.89183290208105,2.63735284448918,243,25298,"ALTERNATIVE PRODUCTS:",NA,NA
"P54317","PNLIPRP2","Pancreatic lipase-related protein 2","OID20775","PNLIPRP2","Inflammation",43,0.39444276653579,0.0674890567944419,0.00928758405077545,0.667191719156557,0.0129934106484826,0.704911772357254,"Weak correlation","No correlation",43,0.39444276653579,0.0674890567944419,0.00928758405077545,0.667191719156557,0.0133097661200089,0.714000685259437,"Weak correlation","No correlation",FALSE,45,51.1363636363636,0,0,45,51.14,8.2902,"Inflammation","I",0,"PASS",NA,0.0191897654584222,1,1,1,1,1,1,1,1.50789375,124,0.874,0.569156205065274,1.0235080183964,1.6255,1.6255,0.775486910659739,2.98865641097672,2.98865641097672,57.8795901122589,848.949421876185,848.949421876185,3.5868612016776,10.6293,10.6293,15.3628491089282,NA,469,51961,"ALTERNATIVE PRODUCTS:",NA,NA
"P09326","CD48","CD48 antigen","OID20692","CD48","Inflammation",75,0.649246088193457,0.69380744575108,0,5.17438292753093e-12,0,1.38105870571688e-11,"Moderate correlation","Moderate correlation",75,0.649246088193457,0.69380744575108,0,5.17438292753093e-12,0,1.38790714484758e-11,"Moderate correlation","Moderate correlation",FALSE,13,14.7727272727273,0,0,13,14.77,6.5959,"Inflammation","I",0,"PASS",1.6,0.205761316872428,2,1,3,5,1,2,5,1.2109482,135,0.862,0.481847612856117,0.38997581316239,0.4418,0.4418,0.342309421059787,0.367972953464589,0.367972953464589,24.0649744532118,25.9264431721939,25.9264431721939,1.92670690611257,1.9792,1.9792,7.45286975014788,NA,243,27683,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P09326-1; Sequence=Displayed; Name=2; IsoId=P09326-2; Sequence=VSP_055598, VSP_055599;",2,"Alternative splicing"
"Q08334","IL10RB","Interleukin-10 receptor subunit beta","OID20696","IL10RB","Inflammation",22,-0.42970073404856,-0.442673950619397,0.0472039181699633,0.0391015216494347,0.0615395191846289,0.0501654749343315,"No correlation","No correlation",22,-0.42970073404856,-0.442673950619397,0.0472039181699633,0.0391015216494347,0.0628618032214634,0.0506923298526599,"No correlation","No correlation",FALSE,66,75,0,0,66,75,5.6901,"Inflammation","I",0,"PASS",0.76,0.110769230769231,1,1,1.5,2,1,1.5,2,1.55617985,87,0.5235,0.372803370117246,0.177750195877358,0.425425,0.425425,0.15580372111719,0.34228120634972,0.34228120634972,10.8310559922941,24.0629345567689,24.0629345567689,0.604264563353205,1.746,1.746,NA,NA,325,36995,"ALTERNATIVE PRODUCTS:",NA,NA
"P07148","FABP1","Fatty acid-binding protein, liver","OID20778","FABP1","Inflammation",61,0.884452670544685,0.902064920824331,0,3.37013568797847e-23,0,2.45476334950174e-22,"Strong correlation","Strong correlation",61,0.884452670544685,0.902064920824331,0,3.37013568797847e-23,0,2.39874363673762e-22,"Strong correlation","Strong correlation",FALSE,27,30.6818181818182,0,0,27,30.68,8.7393,"Inflammation","I",0,"PASS",35,0.196850393700787,1,1,2,3,1,2,2,1.0812028,176,1.55,0.514131638575231,0.59587051063572,1.5045,1.5045,0.508863146775102,1.21974021009615,1.21974021009615,36.3977092639644,102.165623019833,102.165623019833,2.67801955115239,5.4892,5.4892,7.44823230000799,NA,127,14208,"ALTERNATIVE PRODUCTS:",NA,NA
"O43508","TNFSF12","Tumor necrosis factor ligand superfamily member 12","OID20624","TNFSF12","Inflammation",61,0.125383395029085,0.0646454596276949,0.334734359851501,0.620621147506407,0.38096279462938,0.662896192558878,"No correlation","No correlation",61,0.125383395029085,0.0646454596276949,0.334734359851501,0.620621147506407,0.390941091933518,0.673163774536332,"No correlation","No correlation",FALSE,27,30.6818181818182,0,0,27,30.68,7.152,"Inflammation","I",0,"PASS",0.11,0.0562248995983936,1,1,1,1,1,1,1,1.84757035,118,2.2575,0.410665809363936,0.459616514296048,0.413425,0.413425,0.313986157028139,0.39463389837428,0.39463389837428,22.0241431656608,27.8736852100556,27.8736852100556,1.30716722389171,3.2299,3.2299,16.9822383944124,NA,249,27216,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O43508-1; Sequence=Displayed; Name=TWE-PRIL; Synonyms=TNFSF12-TNFSF13; IsoId=O43508-2; Sequence=VSP_045245;",2,"Alternative splicing"
"P80370","DLK1","Protein delta homolog 1","OID20295","DLK1","Cardiometabolic",65,0.77298951048951,0.810683767340529,0,2.76525128611316e-16,0,1.06189411633393e-15,"Strong correlation","Strong correlation",65,0.77298951048951,0.810683767340529,0,2.76525128611316e-16,0,1.06033755302015e-15,"Strong correlation","Strong correlation",FALSE,23,26.1363636363636,0,0,23,26.14,7.0143,"Cardiometabolic","I",0,"PASS",1.1,0.0469973890339426,2,1,1.5,2,1,1,2,2.1488833,108,0.73,0.36216554755957,0.402994468229675,0.8869,0.8869,0.348425047572912,0.598358365093466,0.598358365093466,24.507464543754,43.3242541301599,43.3242541301599,1.58938582966594,2.8616,2.8616,12.9516275720796,4.55075122241182,383,41300,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Comment=Additional isoforms seem to exist.; Name=Long; IsoId=P80370-1; Sequence=Displayed; Name=Short; IsoId=P80370-2; Sequence=VSP_001377;",2,"Alternative splicing"
"Q9UMF0","ICAM5","Intercellular adhesion molecule 5","OID20145","ICAM5","Cardiometabolic",31,0.660483870967742,0.636925249056567,7.85644759093132e-05,0.00011685112393417,0.000133784756111033,0.000188733789587522,"Moderate correlation","Moderate correlation",31,0.660483870967742,0.636925249056567,7.85644759093132e-05,0.00011685112393417,0.00013531925503623,0.000190210573937685,"Moderate correlation","Moderate correlation",FALSE,57,64.7727272727273,0,0,57,64.77,5.3212,"Cardiometabolic","I",0,"PASS",1.5,0.0281385281385281,1,1,1,1,1,1,1,2.0358162,140,1.418,0.608749613959708,0.25811954858663,0.813325,0.813325,0.297841331537077,0.591180219821328,0.591180219821328,20.8667276520949,42.7593992196227,42.7593992196227,1.32779228893098,2.8516,2.8516,3.8853190341808,13.9078030029905,924,97116,"ALTERNATIVE PRODUCTS:",NA,NA
"O60242","ADGRB3","Adhesion G protein-coupled receptor B3","OID20974","ADGRB3","Neurology",10,-0.260606060606061,-0.145067050339473,0.469675250206491,0.689260050278835,0.52088738456103,0.725909138773138,"No correlation","No correlation",10,-0.260606060606061,-0.145067050339473,0.469675250206491,0.689260050278835,0.528203267997413,0.733011908939112,"No correlation","No correlation",FALSE,78,88.6363636363636,0,0,78,88.64,6.9168,"Neurology","I",1,"PASS",NA,0.00657030223390276,1,1,1,1,1,1,1,5.401651,104,0.938,0.166752994709237,0.325450609436986,0.611425,0.61985,0.187659275710118,0.454509425751455,0.45708026617873,13.0627649726599,32.3023086064349,32.4943177538302,0.500165911573022,2.4218,2.4218,NA,1.01949495852672,1522,171518,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O60242-1; Sequence=Displayed; Name=2; IsoId=O60242-2; Sequence=VSP_056939;",2,"Alternative splicing"
"P04439","HLA-A","HLA class I histocompatibility antigen, A alpha chain","OID31048","HLA-A","Neurology II",39,0.181578947368421,0.121951836909495,0.267547263784986,0.459556402592762,0.31236903910367,0.505198810639949,"No correlation","No correlation",39,0.181578947368421,0.121951836909495,0.267547263784986,0.459556402592762,0.319302308254868,0.515934971570636,"No correlation","No correlation",FALSE,49,55.6818181818182,0,0,49,55.68,2.3599,"Neurology","II",0,"PASS",130,0.380821917808219,3,1,1,2,1,1,1,1.112521,129,1.769,0.53161702357481,1.24106524985065,0.517275,0.517275,0.688199948990392,0.351342346181356,0.351342346181356,50.5492255992735,24.7187807915802,24.7187807915802,2.38649683268822,1.6538,1.6538,17.0043432892288,1.83813925619141,365,40841,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P04439-1; Sequence=Displayed; Name=2; IsoId=P04439-2; Sequence=VSP_060391, VSP_060392;",2,"Alternative splicing"
